scientific_name_original,scientific_name_MG,scientific_name_WFO,leaf_type,functional_leaf,virtually_no_leaves,archive_date,removal_reason
Osteospermum corymbosum,Osteospermum corymbosum,Osteospermum corymbosum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Osteospermum glabrum,Osteospermum glabrum,Osteospermum glabrum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Osteospermum ilicifolium,Gibbaria ilicifolia,Nephrotheca ilicifolia,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Osteospermum junceum,Osteospermum junceum,Osteospermum junceum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Osteospermum moniliferum,Chrysanthemoides monilifera,Chrysanthemoides monilifera,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Osteospermum monstrosum,Tripteris clandestina,Osteospermum monstrosum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Osteospermum polygaloides,Osteospermum polygaloides,Osteospermum polygaloides,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Osteospermum rigidum,Osteospermum rigidum,Osteospermum rigidum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Osteospermum rotundifolium,Osteospermum rotundifolium,Osteospermum rotundifolium,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Osteospermum scabrum,Gibbaria scabra,Gibbaria scabra,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Osteospermum triquetrum,Osteospermum triquetrum,Osteospermum triquetrum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Otholobium bracteolatum,Otholobium bracteolatum,Psoralea bracteolata,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Otholobium carneum,Otholobium carneum,Psoralea reticulata,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Otholobium fruticans,Otholobium fruticans,Psoralea fruticans,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Otholobium pictum,Otholobium pictum,Psoralea picta,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Othonna arborescens,Othonna arborescens,Othonna arborescens,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Othonna auriculifolia,Othonna auriculifolia,Othonna auriculifolia,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Othonna carnosa,Othonna carnosa,Othonna carnosa,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Othonna digitata,Othonna digitata,Othonna digitata,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Othonna perfoliata,Othonna amplexifolia,Othonna perfoliata,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Othonna quinquedentata,Othonna quinquedentata,Othonna quinquedentata,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Othonna retrofracta,Othonna retrofracta,Othonna retrofracta,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Oxalis algoensis,Oxalis algoensis,Oxalis algoensis,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Oxalis obtusa,Oxalis obtusa,Oxalis obtusa,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Oxalis purpurea,Oxalis purpurea,Oxalis purpurea,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Oxalis stellata,Oxalis stellata,Oxalis stellata,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Oxalis versicolor,Oxalis versicolor,Oxalis versicolor,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pachycarpus dealbatus,Pachycarpus dealbatus,Pachycarpus dealbatus,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pachypodium bispinosum,Pachypodium bispinosum,Pachypodium bispinosum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pachypodium succulentum,Pachypodium succulentum,Pachypodium succulentum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Panicum maximum,Panicum maximum,Megathyrsus maximus,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pappea capensis,Pappea capensis,Pappea capensis,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Paranomus bracteolaris,Paranomus bracteolaris,Paranomus bracteolaris,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Paranomus esterhuyseniae,Paranomus esterhuyseniae,Paranomus esterhuyseniae,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Paranomus spathulatus,Paranomus spathulatus,Paranomus spathulatus,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Paranomus tomentosus,Paranomus tomentosus,Paranomus tomentosus,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Passerina corymbosa,Passerina vulgaris,Passerina corymbosa,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Passerina obtusifolia,Passerina obtusifolia,Passerina obtusifolia,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Passerina paleacea,Passerina paleacea,Passerina paleacea,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Passerina rigida,Passerina rigida,Passerina rigida,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Passerina truncata,Passerina glomerata,Passerina truncata,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pegolettia baccaridifolia,Pegolettia baccaridifolia,Pegolettia baccharidifolia,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pelargonium alchemilloides,Pelargonium alchemilloides,Pelargonium alchemilloides,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pelargonium alternans,Pelargonium alternans,Pelargonium alternans,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pelargonium betulinum,Pelargonium betulinum,Pelargonium betulinum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pelargonium candicans,Pelargonium candicans,Pelargonium candicans,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pelargonium capitatum,Pelargonium capitatum,Pelargonium capitatum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pelargonium caucalifolium,Pelargonium caucalifolium,Pelargonium caucalifolium,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pelargonium cordifolium,Pelargonium cordifolium,Pelargonium cordifolium,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pelargonium coronopifolium,Pelargonium coronopifolium,Pelargonium coronopifolium,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pelargonium cucullatum,Pelargonium cucullatum,Pelargonium cucullatum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pelargonium englerianum,Pelargonium englerianum,Pelargonium englerianum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pelargonium fruticosum,Pelargonium fruticosum,Pelargonium fruticosum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pelargonium gibbosum,Pelargonium gibbosum,Pelargonium gibbosum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pelargonium grossularioides,Pelargonium grossularioides,Pelargonium grossularioides,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pelargonium laevigatum,Pelargonium laevigatum,Pelargonium laevigatum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pelargonium longifolium,Pelargonium longifolium,Pelargonium longifolium,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pelargonium multicaule,Pelargonium multicaule,Pelargonium multicaule,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pelargonium myrrhifolium,Pelargonium myrrhifolium,Pelargonium myrrhifolium,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pelargonium odoratissimum,Pelargonium odoratissimum,Pelargonium odoratissimum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pelargonium ovale,Pelargonium ovale,Pelargonium ovale,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pelargonium panduriforme,Pelargonium panduriforme,Pelargonium panduriforme,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pelargonium peltatum,Pelargonium peltatum,Pelargonium peltatum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pelargonium pulverulentum,Pelargonium pulverulentum,Pelargonium pulverulentum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pelargonium reniforme,Pelargonium reniforme,Pelargonium reniforme,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pelargonium scabrum,Pelargonium scabrum,Pelargonium scabrum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pelargonium schizopetalum,Pelargonium schizopetalum,Pelargonium schizopetalum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pelargonium sidoides,Pelargonium sidoides,Pelargonium sidoides,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pelargonium tabulare,Pelargonium tabulare,Pelargonium tabulare,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pelargonium ternatum,Pelargonium ternatum,Pelargonium ternatum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pelargonium tetragonum,Pelargonium tetragonum,Pelargonium tetragonum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pelargonium triandrum,Pelargonium triandrum,Pelargonium triandrum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pelargonium tricolor,Pelargonium tricolor,Pelargonium tricolor,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pelargonium triphyllum,Pelargonium triphyllum,Pelargonium triphyllum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pelargonium triste,Pelargonium triste,Pelargonium triste,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pelargonium zonale,Pelargonium zonale,Pelargonium zonale,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pellaea calomelanos,Pellaea calomelanos,Choristosoria calomelanos,frond,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Penaea cneorum,Penaea cneorum,Penaea cneorum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Penaea mucronata,Penaea mucronata,Penaea mucronata,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pentameris acinosa,Pentaschistis acinosa,Pentameris acinosa,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pentameris ampla,Pentaschistis ampla,Pentameris ampla,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pentameris aristidoides,Pentaschistis aristidoides,Pentameris aristidoides,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pentameris aurea,Pentaschistis aurea,Pentameris aurea,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pentameris colorata,Pentaschistis colorata,Pentameris colorata,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pentameris curvifolia,Pentaschistis curvifolia,Pentameris curvifolia,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pentameris distichophylla,Pentameris distichophylla,Pentameris dregeana,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pentameris eriostoma,Pentaschistis eriostoma,Pentameris eriostoma,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pentameris macrocalycina,Pentameris macrocalycina,Pentameris macrocalycina,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pentameris malouinensis,Pentaschistis malouinensis,Pentameris malouinensis,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pentameris pallida,Pentaschistis pallida,Pentameris pallida,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pentameris scabra,Pentaschistis papillosa,Pentameris scabra,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pentameris thuarii,Pentameris thuarii,Pentameris thuarii,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pentameris velutina,Pentaschistis velutina,Pentameris velutina,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pentameris viscidula,Pentaschistis viscidula,Pentameris viscidula,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pentzia elegans,Pentzia elegans,Pentzia elegans,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pentzia incana,Pentzia incana,Pentzia incana,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Peperomia retusa,Peperomia retusa,Peperomia retusa,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Petalacte coronata,Petalacte coronata,Petalacte coronata,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Phaenocoma prolifera,Phaenocoma prolifera,Phaenocoma prolifera,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pharnaceum cordifolium,Pharnaceum cordifolium,Pharnaceum cordifolium,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pharnaceum incanum,Pharnaceum incanum,Pharnaceum incanum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Pharnaceum lanuginosum,Pharnaceum lanatum,Pharnaceum lanuginosum,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Phiambolia hallii,Phiambolia hallii,Phiambolia hallii,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Phiambolia mentiens,Phiambolia mentiens,Phiambolia mentiens,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Phragmites australis,Phragmites australis,Phragmites australis,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Phylica abietina,Phylica abietina,Phylica abietina,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Phylica ambigua,Phylica ambigua,Phylica ambigua,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Phylica atrata,Phylica atrata,Phylica atrata,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Phylica axillaris,Phylica axillaris,Phylica axillaris,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Phylica barnardii,Phylica barnardii,Phylica barnardii,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Phylica buxifolia,Phylica buxifolia,Phylica buxifolia,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
Phylica cryptandroides,Phylica cryptandroides,Phylica cryptandroides,leaf,leaf,0,2026-08-11,"leaf_type 'leaf' value found to reflect an undocumented default fill, not a verified classification; column retired in favor of structural binary flags (frond/cladode/phyllode/microphyll) plus functional_leaf"
