scientific_name_original,scientific_name_MG,functional_twig,removal_date,removal_reason
Morella diversifolia,Morella diversifolia,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Morella humilis,Morella humilis,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Morella kraussiana,Morella kraussiana,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Morella quercifolia,Morella quercifolia,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Morella serrata,Morella serrata,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Muraltia acipetala,Muraltia acipetala,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Muraltia alopecuroides,Muraltia alopecuroides,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Muraltia ciliaris,Muraltia ciliaris,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Muraltia demissa,Muraltia demissa,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Muraltia depressa,Muraltia depressa,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Muraltia ericaefolia,Muraltia ericifolia,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Muraltia ericoides,Muraltia ericoides,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Muraltia filiformis,Muraltia filiformis,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Muraltia heisteria,Muraltia heisteria,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Muraltia juniperifolia,Muraltia juniperifolia,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Muraltia pageae,Muraltia pageae,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Muraltia pauciflora,Muraltia pauciflora,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Muraltia rhamnoides,Muraltia rhamnoides,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Muraltia rosmarinifolia,Muraltia rosmarinifolia,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Muraltia satureioides,Muraltia satureioides,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Muraltia spinosa,Nylandtia spinosa,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Muraltia squarrosa,Muraltia squarrosa,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Muraltia thunbergii,Muraltia thunbergii,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Myrsine africana,Myrsine africana,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Nanobubon strictum,Peucedanum strictum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Neesenbeckia punctoria,Neesenbeckia punctoria,no,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Nemesia barbata,Nemesia barbata,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Nemesia fruticans,Nemesia fruticans,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Nemesia ligulata,Nemesia ligulata,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Nenax acerosa,Nenax acerosa,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Nevillea obtusissima,Nevillea obtusissima,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Nivenia fruticosa,Nivenia fruticosa,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Nivenia levynsiae,Nivenia levynsiae,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Nivenia stokoei,Nivenia stokoei,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Notobubon ferulaceum,Peucedanum ferulaceum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Notobubon striatum,Peucedanum striatum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Notobubon tenuifolium,Peucedanum tenuifolium,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Nymania capensis,Nymania capensis,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Ochna serrulata,Ochna serrulata,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Ocotea bullata,Ocotea bullata,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Oedera capensis,Oedera capensis,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Oedera imbricata,Oedera imbricata,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Oedera sedifolia,Oedera sedifolia,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Oedera squarrosa,Oedera squarrosa,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Oftia africana,Oftia africana,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Oldenburgia paradoxa,Oldenburgia paradoxa,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Olea capensis,Olea capensis,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Olea europaea,Olea europaea,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Olea exasperata,Olea exasperata,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Olinia ventosa,Olinia ventosa,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Ornithogalum conicum,Ornithogalum conicum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Ornithogalum dubium,Ornithogalum dubium,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Ornithogalum juncifolium,Ornithogalum juncifolium,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Ornithogalum thyrsoides,Ornithogalum thyrsoides,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Oscularia cedarbergensis,Oscularia cedarbergensis,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Oscularia deltoides,Oscularia deltoides,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Oscularia steenbergensis,Oscularia steenbergensis,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Osmitopsis asteriscoides,Osmitopsis asteriscoides,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Osmitopsis osmitoides,Osmitopsis osmitoides,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Osmitopsis parvifolia,Osmitopsis parvifolia,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Osteospermum bidens,Osteospermum bidens,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Osteospermum connatum,Tripteris amplexicaulis,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Osteospermum corymbosum,Osteospermum corymbosum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Osteospermum glabrum,Osteospermum glabrum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Osteospermum ilicifolium,Gibbaria ilicifolia,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Osteospermum junceum,Osteospermum junceum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Osteospermum moniliferum,Chrysanthemoides monilifera,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Osteospermum monstrosum,Tripteris clandestina,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Osteospermum polygaloides,Osteospermum polygaloides,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Osteospermum rigidum,Osteospermum rigidum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Osteospermum rotundifolium,Osteospermum rotundifolium,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Osteospermum scabrum,Gibbaria scabra,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Osteospermum triquetrum,Osteospermum triquetrum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Otholobium bracteolatum,Otholobium bracteolatum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Otholobium carneum,Otholobium carneum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Otholobium fruticans,Otholobium fruticans,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Otholobium pictum,Otholobium pictum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Othonna arborescens,Othonna arborescens,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Othonna auriculifolia,Othonna auriculifolia,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Othonna carnosa,Othonna carnosa,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Othonna digitata,Othonna digitata,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Othonna perfoliata,Othonna amplexifolia,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Othonna quinquedentata,Othonna quinquedentata,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Othonna retrofracta,Othonna retrofracta,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Oxalis algoensis,Oxalis algoensis,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Oxalis obtusa,Oxalis obtusa,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Oxalis purpurea,Oxalis purpurea,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Oxalis stellata,Oxalis stellata,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Oxalis versicolor,Oxalis versicolor,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pachycarpus dealbatus,Pachycarpus dealbatus,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pachypodium bispinosum,Pachypodium bispinosum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pachypodium succulentum,Pachypodium succulentum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Panicum maximum,Panicum maximum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pappea capensis,Pappea capensis,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Paranomus bracteolaris,Paranomus bracteolaris,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Paranomus esterhuyseniae,Paranomus esterhuyseniae,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Paranomus spathulatus,Paranomus spathulatus,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Paranomus tomentosus,Paranomus tomentosus,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Passerina corymbosa,Passerina vulgaris,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Passerina obtusifolia,Passerina obtusifolia,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Passerina paleacea,Passerina paleacea,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Passerina rigida,Passerina rigida,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Passerina truncata,Passerina glomerata,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pegolettia baccaridifolia,Pegolettia baccaridifolia,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pelargonium alchemilloides,Pelargonium alchemilloides,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pelargonium alternans,Pelargonium alternans,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pelargonium betulinum,Pelargonium betulinum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pelargonium candicans,Pelargonium candicans,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pelargonium capitatum,Pelargonium capitatum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pelargonium caucalifolium,Pelargonium caucalifolium,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pelargonium cordifolium,Pelargonium cordifolium,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pelargonium coronopifolium,Pelargonium coronopifolium,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pelargonium cucullatum,Pelargonium cucullatum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pelargonium englerianum,Pelargonium englerianum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pelargonium fruticosum,Pelargonium fruticosum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pelargonium gibbosum,Pelargonium gibbosum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pelargonium grossularioides,Pelargonium grossularioides,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pelargonium laevigatum,Pelargonium laevigatum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pelargonium longifolium,Pelargonium longifolium,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pelargonium multicaule,Pelargonium multicaule,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pelargonium myrrhifolium,Pelargonium myrrhifolium,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pelargonium odoratissimum,Pelargonium odoratissimum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pelargonium ovale,Pelargonium ovale,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pelargonium panduriforme,Pelargonium panduriforme,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pelargonium peltatum,Pelargonium peltatum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pelargonium pulverulentum,Pelargonium pulverulentum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pelargonium reniforme,Pelargonium reniforme,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pelargonium scabrum,Pelargonium scabrum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pelargonium schizopetalum,Pelargonium schizopetalum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pelargonium sidoides,Pelargonium sidoides,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pelargonium tabulare,Pelargonium tabulare,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pelargonium ternatum,Pelargonium ternatum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pelargonium tetragonum,Pelargonium tetragonum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pelargonium triandrum,Pelargonium triandrum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pelargonium tricolor,Pelargonium tricolor,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pelargonium triphyllum,Pelargonium triphyllum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pelargonium triste,Pelargonium triste,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pelargonium zonale,Pelargonium zonale,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pellaea calomelanos,Pellaea calomelanos,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Penaea cneorum,Penaea cneorum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Penaea mucronata,Penaea mucronata,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pentameris acinosa,Pentaschistis acinosa,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pentameris ampla,Pentaschistis ampla,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pentameris aristidoides,Pentaschistis aristidoides,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pentameris aurea,Pentaschistis aurea,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pentameris colorata,Pentaschistis colorata,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pentameris curvifolia,Pentaschistis curvifolia,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pentameris distichophylla,Pentameris distichophylla,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pentameris eriostoma,Pentaschistis eriostoma,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pentameris macrocalycina,Pentameris macrocalycina,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pentameris malouinensis,Pentaschistis malouinensis,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pentameris pallida,Pentaschistis pallida,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pentameris scabra,Pentaschistis papillosa,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pentameris thuarii,Pentameris thuarii,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pentameris velutina,Pentaschistis velutina,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pentameris viscidula,Pentaschistis viscidula,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pentzia elegans,Pentzia elegans,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pentzia incana,Pentzia incana,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Peperomia retusa,Peperomia retusa,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Petalacte coronata,Petalacte coronata,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Phaenocoma prolifera,Phaenocoma prolifera,yes,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pharnaceum cordifolium,Pharnaceum cordifolium,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pharnaceum incanum,Pharnaceum incanum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Pharnaceum lanuginosum,Pharnaceum lanatum,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Phiambolia hallii,Phiambolia hallii,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Phiambolia mentiens,Phiambolia mentiens,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Phragmites australis,Phragmites australis,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Phylica abietina,Phylica abietina,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Phylica ambigua,Phylica ambigua,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Phylica atrata,Phylica atrata,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Phylica axillaris,Phylica axillaris,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Phylica barnardii,Phylica barnardii,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Phylica buxifolia,Phylica buxifolia,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Phylica cryptandroides,Phylica cryptandroides,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Phylica debilis,Phylica debilis,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Phylica dodii,Phylica dodii,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Phylica ericoides,Phylica ericoides,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Phylica fruticosa,Phylica fruticosa,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Phylica humilis,Phylica humilis,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Phylica imberbis,Phylica imberbis,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Phylica lachneaeoides,Phylica lachneaeoides,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Phylica lasiocarpa,Phylica lasiocarpa,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Phylica leipoldtii,Phylica leipoldtii,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Phylica mairei,Phylica mairei,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Phylica oleaefolia,Phylica oleaefolia,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Phylica paniculata,Phylica paniculata,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Phylica parviflora,Phylica parviflora,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Phylica pinea,Phylica pinea,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Phylica purpurea,Phylica purpurea,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Phylica rigida,Phylica rigida,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
Phylica rigidifolia,Phylica rigidifolia,NA,2026-08-11,"functional_twig was a Dimensions-project-specific designation per original 2014 documentation, not intended for general use; column removed"
