scientific_name_original,scientific_name_WFO,scientific_name_authorship_WFO,family_WFO,recovery_status,releve_ID,plot,year,subregion,latitude,longitude,percent_cover,abundance_class,cover_method,plot_percent_cover,relative_percent_cover,plot_size
Centella sessilis,Centella sessilis,Adamson,Apiaceae,wfo_matched,LB2_90_1993,LB2_90,1993,langeberg,-33.95638889,21.54611111,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,188.39999999999998,0.013269639065817412,NA
Chrysitrix capensis,Chrysitrix capensis,L.,Cyperaceae,wfo_matched,LB2_90_1993,LB2_90,1993,langeberg,-33.95638889,21.54611111,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,188.39999999999998,0.013269639065817412,NA
Corymbium glabrum,Corymbium glabrum,L.,Asteraceae,wfo_matched,LB2_90_1993,LB2_90,1993,langeberg,-33.95638889,21.54611111,15,NA,percent_cover_class_derived_from_Braun_Blanquet,188.39999999999998,0.07961783439490447,NA
Drosera aliciae,Drosera aliciae,Raym.-Hamet,Droseraceae,wfo_matched,LB2_90_1993,LB2_90,1993,langeberg,-33.95638889,21.54611111,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,188.39999999999998,5.307855626326965e-4,NA
Edmondia sesamoides,Edmondia sesamoides,(L.) Hilliard,Asteraceae,wfo_matched,LB2_90_1993,LB2_90,1993,langeberg,-33.95638889,21.54611111,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,188.39999999999998,5.307855626326965e-4,NA
Ehrharta dura,Ehrharta dura,Nees,Poaceae,wfo_matched,LB2_90_1993,LB2_90,1993,langeberg,-33.95638889,21.54611111,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,188.39999999999998,5.307855626326965e-4,NA
Elegia asperiflora,Elegia asperiflora,(Nees) Kunth,Restionaceae,wfo_matched,LB2_90_1993,LB2_90,1993,langeberg,-33.95638889,21.54611111,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,188.39999999999998,5.307855626326965e-4,NA
Elegia juncea,Elegia juncea,L.,Restionaceae,wfo_matched,LB2_90_1993,LB2_90,1993,langeberg,-33.95638889,21.54611111,15,NA,percent_cover_class_derived_from_Braun_Blanquet,188.39999999999998,0.07961783439490447,NA
Erica melanthera,Erica melanthera,L.,Ericaceae,wfo_matched,LB2_90_1993,LB2_90,1993,langeberg,-33.95638889,21.54611111,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,188.39999999999998,0.013269639065817412,NA
Erica triceps,Erica triceps,Link,Ericaceae,wfo_matched,LB2_90_1993,LB2_90,1993,langeberg,-33.95638889,21.54611111,37.5,NA,percent_cover_class_derived_from_Braun_Blanquet,188.39999999999998,0.19904458598726116,NA
Ficinia trichodes,Ficinia trichodes,(Schrad.) B.D.Jacks.,Cyperaceae,wfo_matched,LB2_90_1993,LB2_90,1993,langeberg,-33.95638889,21.54611111,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,188.39999999999998,0.013269639065817412,NA
Indigofera langebergensis,Indigofera langebergensis,L.Bolus,Fabaceae,wfo_matched,LB2_90_1993,LB2_90,1993,langeberg,-33.95638889,21.54611111,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,188.39999999999998,0.013269639065817412,NA
Leucadendron spissifolium,Leucadendron spissifolium,(Salisb. ex Knight) I.Williams,Proteaceae,wfo_matched,LB2_90_1993,LB2_90,1993,langeberg,-33.95638889,21.54611111,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,188.39999999999998,0.013269639065817412,NA
Lobelia coronopifolia,Lobelia coronopifolia,L.,Campanulaceae,wfo_matched,LB2_90_1993,LB2_90,1993,langeberg,-33.95638889,21.54611111,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,188.39999999999998,0.013269639065817412,NA
Merxmuellera rufa,Geochloa rufa,(Nees) N.P.Barker & H.P.Linder,Poaceae,wfo_matched,LB2_90_1993,LB2_90,1993,langeberg,-33.95638889,21.54611111,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,188.39999999999998,0.013269639065817412,NA
Nevillea species,Nevillea,Esterh. & H.P.Linder,Restionaceae,wfo_matched,LB2_90_1993,LB2_90,1993,langeberg,-33.95638889,21.54611111,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,188.39999999999998,0.013269639065817412,NA
Penaea cneorum,Penaea cneorum,Meerb.,Penaeaceae,wfo_matched,LB2_90_1993,LB2_90,1993,langeberg,-33.95638889,21.54611111,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,188.39999999999998,0.013269639065817412,NA
Pentaschistis colorata,Pentameris colorata,(Steud.) Galley & H.P.Linder,Poaceae,wfo_matched,LB2_90_1993,LB2_90,1993,langeberg,-33.95638889,21.54611111,15,NA,percent_cover_class_derived_from_Braun_Blanquet,188.39999999999998,0.07961783439490447,NA
Pentaschistis malouinensis,Pentameris malouinensis,(Steud.) Galley & H.P.Linder,Poaceae,wfo_matched,LB2_90_1993,LB2_90,1993,langeberg,-33.95638889,21.54611111,15,NA,percent_cover_class_derived_from_Braun_Blanquet,188.39999999999998,0.07961783439490447,NA
Restio inconspicuus,Restio inconspicuus,Esterh.,Restionaceae,wfo_matched,LB2_90_1993,LB2_90,1993,langeberg,-33.95638889,21.54611111,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,188.39999999999998,0.013269639065817412,NA
Staberoha cernua,Staberoha cernua,(L.f.) T.Durand & Schinz,Restionaceae,wfo_matched,LB2_90_1993,LB2_90,1993,langeberg,-33.95638889,21.54611111,37.5,NA,percent_cover_class_derived_from_Braun_Blanquet,188.39999999999998,0.19904458598726116,NA
Syndesmanthus similis,Erica similis,(N.E.Br.) E.G.H.Oliv.,Ericaceae,wfo_matched,LB2_90_1993,LB2_90,1993,langeberg,-33.95638889,21.54611111,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,188.39999999999998,5.307855626326965e-4,NA
Tetraria cuspidata,Schoenus cuspidatus,Rottb.,Cyperaceae,wfo_matched,LB2_90_1993,LB2_90,1993,langeberg,-33.95638889,21.54611111,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,188.39999999999998,0.013269639065817412,NA
Tetraria fimbriolata,Tetraria fimbriolata,(Nees) C.B.Clarke,Cyperaceae,wfo_matched,LB2_90_1993,LB2_90,1993,langeberg,-33.95638889,21.54611111,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,188.39999999999998,0.013269639065817412,NA
Tetraria flexuosa,Tetraria flexuosa,(Thunb.) C.B.Clarke,Cyperaceae,wfo_matched,LB2_90_1993,LB2_90,1993,langeberg,-33.95638889,21.54611111,15,NA,percent_cover_class_derived_from_Braun_Blanquet,188.39999999999998,0.07961783439490447,NA
Thamnochortus cinereus,Thamnochortus cinereus,H.P.Linder,Restionaceae,wfo_matched,LB2_90_1993,LB2_90,1993,langeberg,-33.95638889,21.54611111,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,188.39999999999998,0.013269639065817412,NA
Ursinia trifida,Ursinia trifida,(Thunb.) N.E.Br.,Asteraceae,wfo_matched,LB2_90_1993,LB2_90,1993,langeberg,-33.95638889,21.54611111,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,188.39999999999998,5.307855626326965e-4,NA
Anthospermum species,Anthospermum,L.,Rubiaceae,wfo_matched,LB2_91_1993,LB2_91,1993,langeberg,-33.95805556,21.54638889,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,188.29999999999995,0.013276686139139673,NA
Argyrolobium filiforme,Argyrolobium filifolia,(Pers.) ined.,Fabaceae,wfo_matched,LB2_91_1993,LB2_91,1993,langeberg,-33.95805556,21.54638889,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,188.29999999999995,5.31067445565587e-4,NA
Berzelia galpinii,Berzelia galpinii,Pillans,Bruniaceae,wfo_matched,LB2_91_1993,LB2_91,1993,langeberg,-33.95805556,21.54638889,15,NA,percent_cover_class_derived_from_Braun_Blanquet,188.29999999999995,0.07966011683483805,NA
Berzelia intermedia,Berzelia intermedia,Schltdl.,Bruniaceae,wfo_matched,LB2_91_1993,LB2_91,1993,langeberg,-33.95805556,21.54638889,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,188.29999999999995,0.013276686139139673,NA
Bobartia macrospatha,Bobartia macrospatha,Baker,Iridaceae,wfo_matched,LB2_91_1993,LB2_91,1993,langeberg,-33.95805556,21.54638889,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,188.29999999999995,0.013276686139139673,NA
Calopsis membranacea,Restio parvispiculus,H.P.Linder & C.R.Hardy,Restionaceae,wfo_matched,LB2_91_1993,LB2_91,1993,langeberg,-33.95805556,21.54638889,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,188.29999999999995,0.013276686139139673,NA
Cliffortia stricta,Cliffortia stricta,Weim.,Rosaceae,wfo_matched,LB2_91_1993,LB2_91,1993,langeberg,-33.95805556,21.54638889,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,188.29999999999995,0.013276686139139673,NA
Ehrharta dura,Ehrharta dura,Nees,Poaceae,wfo_matched,LB2_91_1993,LB2_91,1993,langeberg,-33.95805556,21.54638889,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,188.29999999999995,0.013276686139139673,NA
Elegia juncea,Elegia juncea,L.,Restionaceae,wfo_matched,LB2_91_1993,LB2_91,1993,langeberg,-33.95805556,21.54638889,15,NA,percent_cover_class_derived_from_Braun_Blanquet,188.29999999999995,0.07966011683483805,NA
Erica hispidula,Erica hispidula,L.,Ericaceae,wfo_matched,LB2_91_1993,LB2_91,1993,langeberg,-33.95805556,21.54638889,15,NA,percent_cover_class_derived_from_Braun_Blanquet,188.29999999999995,0.07966011683483805,NA
Erica triceps,Erica triceps,Link,Ericaceae,wfo_matched,LB2_91_1993,LB2_91,1993,langeberg,-33.95805556,21.54638889,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,188.29999999999995,0.013276686139139673,NA
Ficinia trichodes,Ficinia trichodes,(Schrad.) B.D.Jacks.,Cyperaceae,wfo_matched,LB2_91_1993,LB2_91,1993,langeberg,-33.95805556,21.54638889,15,NA,percent_cover_class_derived_from_Braun_Blanquet,188.29999999999995,0.07966011683483805,NA
Gerbera serrata,Gerbera serrata,Druce,Asteraceae,wfo_matched,LB2_91_1993,LB2_91,1993,langeberg,-33.95805556,21.54638889,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,188.29999999999995,5.31067445565587e-4,NA
Gnidia galpinii,Gnidia galpini,C.H.Wright,Thymelaeaceae,wfo_matched,LB2_91_1993,LB2_91,1993,langeberg,-33.95805556,21.54638889,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,188.29999999999995,0.013276686139139673,NA
Helichrysum felinum,Helichrysum felinum,Less.,Asteraceae,wfo_matched,LB2_91_1993,LB2_91,1993,langeberg,-33.95805556,21.54638889,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,188.29999999999995,0.013276686139139673,NA
Helichrysum nudifolium,Helichrysum nudifolium,(L.) Less.,Asteraceae,wfo_matched,LB2_91_1993,LB2_91,1993,langeberg,-33.95805556,21.54638889,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,188.29999999999995,5.31067445565587e-4,NA
Laurophyllus capensis,Laurophyllus capensis,Thunb.,Anacardiaceae,wfo_matched,LB2_91_1993,LB2_91,1993,langeberg,-33.95805556,21.54638889,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,188.29999999999995,0.013276686139139673,NA
Leucadendron eucalyptifolium,Leucadendron eucalyptifolium,H.Buek ex Meisn.,Proteaceae,wfo_matched,LB2_91_1993,LB2_91,1993,langeberg,-33.95805556,21.54638889,15,NA,percent_cover_class_derived_from_Braun_Blanquet,188.29999999999995,0.07966011683483805,NA
Lobelia neglecta,Lobelia neglecta,Roem. & Schult.,Campanulaceae,wfo_matched,LB2_91_1993,LB2_91,1993,langeberg,-33.95805556,21.54638889,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,188.29999999999995,5.31067445565587e-4,NA
Merxmuellera rufa,Geochloa rufa,(Nees) N.P.Barker & H.P.Linder,Poaceae,wfo_matched,LB2_91_1993,LB2_91,1993,langeberg,-33.95805556,21.54638889,15,NA,percent_cover_class_derived_from_Braun_Blanquet,188.29999999999995,0.07966011683483805,NA
Penaea mucronata,Penaea mucronata,L.,Penaeaceae,wfo_matched,LB2_91_1993,LB2_91,1993,langeberg,-33.95805556,21.54638889,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,188.29999999999995,0.013276686139139673,NA
Protea cynaroides,Protea cynaroides,(L.) L.,Proteaceae,wfo_matched,LB2_91_1993,LB2_91,1993,langeberg,-33.95805556,21.54638889,15,NA,percent_cover_class_derived_from_Braun_Blanquet,188.29999999999995,0.07966011683483805,NA
Psoralea monophylla,Psoralea monophylla,(L.) C.H.Stirt.,Fabaceae,wfo_matched,LB2_91_1993,LB2_91,1993,langeberg,-33.95805556,21.54638889,15,NA,percent_cover_class_derived_from_Braun_Blanquet,188.29999999999995,0.07966011683483805,NA
Psoralea species,Psoralea,L.,Fabaceae,wfo_matched,LB2_91_1993,LB2_91,1993,langeberg,-33.95805556,21.54638889,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,188.29999999999995,0.013276686139139673,NA
Restio inconspicuus,Restio inconspicuus,Esterh.,Restionaceae,wfo_matched,LB2_91_1993,LB2_91,1993,langeberg,-33.95805556,21.54638889,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,188.29999999999995,5.31067445565587e-4,NA
Restio triticeus,Restio triticeus,Rottb.,Restionaceae,wfo_matched,LB2_91_1993,LB2_91,1993,langeberg,-33.95805556,21.54638889,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,188.29999999999995,0.013276686139139673,NA
Senecio hastatus,Senecio hastatus,L.,Asteraceae,wfo_matched,LB2_91_1993,LB2_91,1993,langeberg,-33.95805556,21.54638889,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,188.29999999999995,5.31067445565587e-4,NA
Senecio ilicifolius,Senecio ilicifolius,L.,Asteraceae,wfo_matched,LB2_91_1993,LB2_91,1993,langeberg,-33.95805556,21.54638889,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,188.29999999999995,5.31067445565587e-4,NA
Senecio purpureus,Senecio purpureus,L.,Asteraceae,wfo_matched,LB2_91_1993,LB2_91,1993,langeberg,-33.95805556,21.54638889,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,188.29999999999995,5.31067445565587e-4,NA
Struthiola myrsinites,Struthiola myrsinites,Lam.,Thymelaeaceae,wfo_matched,LB2_91_1993,LB2_91,1993,langeberg,-33.95805556,21.54638889,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,188.29999999999995,0.013276686139139673,NA
Tetraria bromoides,Tetraria bromoides,(Lam.) H.Pfeiff.,Cyperaceae,wfo_matched,LB2_91_1993,LB2_91,1993,langeberg,-33.95805556,21.54638889,15,NA,percent_cover_class_derived_from_Braun_Blanquet,188.29999999999995,0.07966011683483805,NA
Tetraria crassa,Schoenus crassus,(Levyns) T.L.Elliott & Muasya,Cyperaceae,wfo_matched,LB2_91_1993,LB2_91,1993,langeberg,-33.95805556,21.54638889,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,188.29999999999995,0.013276686139139673,NA
Tetraria cuspidata,Schoenus cuspidatus,Rottb.,Cyperaceae,wfo_matched,LB2_91_1993,LB2_91,1993,langeberg,-33.95805556,21.54638889,15,NA,percent_cover_class_derived_from_Braun_Blanquet,188.29999999999995,0.07966011683483805,NA
Acmadenia trigona,Acmadenia trigona,(Eckl. & Zeyh.) Druce,Rutaceae,wfo_matched,LB2_92_1993,LB2_92,1993,langeberg,-33.95444444,21.54222222,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,193.49999999999994,0.012919896640826878,NA
Anomalanthus scoparius,Erica anguliger,(N.E.Br.) E.G.H.Oliv.,Ericaceae,wfo_matched,LB2_92_1993,LB2_92,1993,langeberg,-33.95444444,21.54222222,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,193.49999999999994,0.012919896640826878,NA
Anthospermum galioides,Anthospermum galioides,Rchb. ex Spreng.,Rubiaceae,wfo_matched,LB2_92_1993,LB2_92,1993,langeberg,-33.95444444,21.54222222,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,193.49999999999994,0.012919896640826878,NA
Centella virgata,Centella virgata,(L.f.) Drude,Apiaceae,wfo_matched,LB2_92_1993,LB2_92,1993,langeberg,-33.95444444,21.54222222,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,193.49999999999994,0.012919896640826878,NA
Corymbium glabrum,Corymbium glabrum,L.,Asteraceae,wfo_matched,LB2_92_1993,LB2_92,1993,langeberg,-33.95444444,21.54222222,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,193.49999999999994,0.012919896640826878,NA
Cullumia aculeata,Cullumia aculeata,(Houtt.) Roessler,Asteraceae,wfo_matched,LB2_92_1993,LB2_92,1993,langeberg,-33.95444444,21.54222222,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,193.49999999999994,0.012919896640826878,NA
Ehrharta dura,Ehrharta dura,Nees,Poaceae,wfo_matched,LB2_92_1993,LB2_92,1993,langeberg,-33.95444444,21.54222222,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,193.49999999999994,5.167958656330751e-4,NA
Elegia galpinii,Elegia galpinii,N.E.Br.,Restionaceae,wfo_matched,LB2_92_1993,LB2_92,1993,langeberg,-33.95444444,21.54222222,62.5,NA,percent_cover_class_derived_from_Braun_Blanquet,193.49999999999994,0.32299741602067195,NA
Erica triceps,Erica triceps,Link,Ericaceae,wfo_matched,LB2_92_1993,LB2_92,1993,langeberg,-33.95444444,21.54222222,15,NA,percent_cover_class_derived_from_Braun_Blanquet,193.49999999999994,0.07751937984496127,NA
Ficinia laciniata,Ficinia laciniata,(Thunb.) Nees,Cyperaceae,wfo_matched,LB2_92_1993,LB2_92,1993,langeberg,-33.95444444,21.54222222,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,193.49999999999994,0.012919896640826878,NA
Gerbera serrata,Gerbera serrata,Druce,Asteraceae,wfo_matched,LB2_92_1993,LB2_92,1993,langeberg,-33.95444444,21.54222222,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,193.49999999999994,5.167958656330751e-4,NA
Hypodiscus albo-aristatus,Hypodiscus alboaristatus,Mast.,Restionaceae,wfo_matched,LB2_92_1993,LB2_92,1993,langeberg,-33.95444444,21.54222222,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,193.49999999999994,0.012919896640826878,NA
Hypodiscus striatus,Hypodiscus striatus,(Kunth) Mast.,Restionaceae,wfo_matched,LB2_92_1993,LB2_92,1993,langeberg,-33.95444444,21.54222222,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,193.49999999999994,0.012919896640826878,NA
Indigofera alopecuroides,Indigofera alopecuroides,DC.,Fabaceae,wfo_matched,LB2_92_1993,LB2_92,1993,langeberg,-33.95444444,21.54222222,15,NA,percent_cover_class_derived_from_Braun_Blanquet,193.49999999999994,0.07751937984496127,NA
Indigofera langebergensis,Indigofera langebergensis,L.Bolus,Fabaceae,wfo_matched,LB2_92_1993,LB2_92,1993,langeberg,-33.95444444,21.54222222,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,193.49999999999994,0.012919896640826878,NA
Lanaria lanata,Lanaria lanata,(L.) T.Durand & Schinz,Lanariaceae,wfo_matched,LB2_92_1993,LB2_92,1993,langeberg,-33.95444444,21.54222222,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,193.49999999999994,0.012919896640826878,NA
Leucadendron eucalyptifolium,Leucadendron eucalyptifolium,H.Buek ex Meisn.,Proteaceae,wfo_matched,LB2_92_1993,LB2_92,1993,langeberg,-33.95444444,21.54222222,15,NA,percent_cover_class_derived_from_Braun_Blanquet,193.49999999999994,0.07751937984496127,NA
Lobelia neglecta,Lobelia neglecta,Roem. & Schult.,Campanulaceae,wfo_matched,LB2_92_1993,LB2_92,1993,langeberg,-33.95444444,21.54222222,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,193.49999999999994,0.012919896640826878,NA
Merxmuellera rufa,Geochloa rufa,(Nees) N.P.Barker & H.P.Linder,Poaceae,wfo_matched,LB2_92_1993,LB2_92,1993,langeberg,-33.95444444,21.54222222,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,193.49999999999994,0.012919896640826878,NA
Metalasia species,Metalasia,R.Br.,Asteraceae,wfo_matched,LB2_92_1993,LB2_92,1993,langeberg,-33.95444444,21.54222222,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,193.49999999999994,5.167958656330751e-4,NA
Montinia caryophyllacea,Montinia caryophyllacea,Thunb.,Montiniaceae,wfo_matched,LB2_92_1993,LB2_92,1993,langeberg,-33.95444444,21.54222222,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,193.49999999999994,5.167958656330751e-4,NA
Osteospermum triquetrum,Osteospermum triquetrum,L.f.,Asteraceae,wfo_matched,LB2_92_1993,LB2_92,1993,langeberg,-33.95444444,21.54222222,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,193.49999999999994,0.012919896640826878,NA
Penaea mucronata,Penaea mucronata,L.,Penaeaceae,wfo_matched,LB2_92_1993,LB2_92,1993,langeberg,-33.95444444,21.54222222,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,193.49999999999994,0.012919896640826878,NA
Protea neriifolia,Protea neriifolia,R.Br.,Proteaceae,wfo_matched,LB2_92_1993,LB2_92,1993,langeberg,-33.95444444,21.54222222,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,193.49999999999994,5.167958656330751e-4,NA
Restio triticeus,Restio triticeus,Rottb.,Restionaceae,wfo_matched,LB2_92_1993,LB2_92,1993,langeberg,-33.95444444,21.54222222,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,193.49999999999994,0.012919896640826878,NA
Rhodocoma fruticosa,Rhodocoma fruticosa,(Thunb.) H.P.Linder,Restionaceae,wfo_matched,LB2_92_1993,LB2_92,1993,langeberg,-33.95444444,21.54222222,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,193.49999999999994,5.167958656330751e-4,NA
Schizaea pectinata,Schizaea pectinata,(L.) Sw.,Schizaeaceae,wfo_matched,LB2_92_1993,LB2_92,1993,langeberg,-33.95444444,21.54222222,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,193.49999999999994,5.167958656330751e-4,NA
Selaginella dregei,Selaginella dregei,(C.Presl) Hieron.,Selaginellaceae,wfo_matched,LB2_92_1993,LB2_92,1993,langeberg,-33.95444444,21.54222222,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,193.49999999999994,5.167958656330751e-4,NA
Struthiola argentea,Struthiola argentea,Lehm.,Thymelaeaceae,wfo_matched,LB2_92_1993,LB2_92,1993,langeberg,-33.95444444,21.54222222,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,193.49999999999994,0.012919896640826878,NA
Tetraria bromoides,Tetraria bromoides,(Lam.) H.Pfeiff.,Cyperaceae,wfo_matched,LB2_92_1993,LB2_92,1993,langeberg,-33.95444444,21.54222222,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,193.49999999999994,0.012919896640826878,NA
Tetraria crassa,Schoenus crassus,(Levyns) T.L.Elliott & Muasya,Cyperaceae,wfo_matched,LB2_92_1993,LB2_92,1993,langeberg,-33.95444444,21.54222222,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,193.49999999999994,0.012919896640826878,NA
Tetraria cuspidata,Schoenus cuspidatus,Rottb.,Cyperaceae,wfo_matched,LB2_92_1993,LB2_92,1993,langeberg,-33.95444444,21.54222222,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,193.49999999999994,0.012919896640826878,NA
Tetraria fasciata,Tetraria fasciata,(Rottb.) C.B.Clarke,Cyperaceae,wfo_matched,LB2_92_1993,LB2_92,1993,langeberg,-33.95444444,21.54222222,15,NA,percent_cover_class_derived_from_Braun_Blanquet,193.49999999999994,0.07751937984496127,NA
Tetraria flexuosa,Tetraria flexuosa,(Thunb.) C.B.Clarke,Cyperaceae,wfo_matched,LB2_92_1993,LB2_92,1993,langeberg,-33.95444444,21.54222222,15,NA,percent_cover_class_derived_from_Braun_Blanquet,193.49999999999994,0.07751937984496127,NA
Thamnochortus cinereus,Thamnochortus cinereus,H.P.Linder,Restionaceae,wfo_matched,LB2_92_1993,LB2_92,1993,langeberg,-33.95444444,21.54222222,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,193.49999999999994,0.012919896640826878,NA
Thesium carinatum,Thesium carinatum,A.DC.,Santalaceae,wfo_matched,LB2_92_1993,LB2_92,1993,langeberg,-33.95444444,21.54222222,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,193.49999999999994,5.167958656330751e-4,NA
Thesium virgatum,Thesium virgatum,Lam.,Santalaceae,wfo_matched,LB2_92_1993,LB2_92,1993,langeberg,-33.95444444,21.54222222,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,193.49999999999994,0.012919896640826878,NA
Ursinia chrysanthemoides,Ursinia chrysanthemoides,(Less.) Harv.,Asteraceae,wfo_matched,LB2_92_1993,LB2_92,1993,langeberg,-33.95444444,21.54222222,0.1,NA,percent_cover_class_derived_from_Braun_Blanquet,193.49999999999994,5.167958656330751e-4,NA
Anthospermum galioides,Anthospermum galioides,Rchb. ex Spreng.,Rubiaceae,wfo_matched,LB2_93_1993,LB2_93,1993,langeberg,-33.95555556,21.54194444,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,183.49999999999994,0.01362397820163488,NA
Aspalathus hypnoides,Aspalathus hypnoides,R.Dahlgren,Fabaceae,wfo_matched,LB2_93_1993,LB2_93,1993,langeberg,-33.95555556,21.54194444,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,183.49999999999994,0.01362397820163488,NA
Berzelia galpinii,Berzelia galpinii,Pillans,Bruniaceae,wfo_matched,LB2_93_1993,LB2_93,1993,langeberg,-33.95555556,21.54194444,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,183.49999999999994,0.01362397820163488,NA
Brunia laevis,Brunia laevis,Thunb.,Bruniaceae,wfo_matched,LB2_93_1993,LB2_93,1993,langeberg,-33.95555556,21.54194444,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,183.49999999999994,0.01362397820163488,NA
Cliffortia stricta,Cliffortia stricta,Weim.,Rosaceae,wfo_matched,LB2_93_1993,LB2_93,1993,langeberg,-33.95555556,21.54194444,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,183.49999999999994,0.01362397820163488,NA
Cullumia aculeata,Cullumia aculeata,(Houtt.) Roessler,Asteraceae,wfo_matched,LB2_93_1993,LB2_93,1993,langeberg,-33.95555556,21.54194444,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,183.49999999999994,0.01362397820163488,NA
Cullumia species,Cullumia,R.Br.,Asteraceae,wfo_matched,LB2_93_1993,LB2_93,1993,langeberg,-33.95555556,21.54194444,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,183.49999999999994,0.01362397820163488,NA
Ehrharta dura,Ehrharta dura,Nees,Poaceae,wfo_matched,LB2_93_1993,LB2_93,1993,langeberg,-33.95555556,21.54194444,2.5,NA,percent_cover_class_derived_from_Braun_Blanquet,183.49999999999994,0.01362397820163488,NA
Elegia equisetacea,Elegia equisetacea,Mast.,Restionaceae,wfo_matched,LB2_93_1993,LB2_93,1993,langeberg,-33.95555556,21.54194444,15,NA,percent_cover_class_derived_from_Braun_Blanquet,183.49999999999994,0.08174386920980929,NA
