Species,Plot,Year,Site,PercCover,AbundClass,PlotPercCov,RelPercCover,Family
Ficinia nigrescens,BK_102_a,2011,baviaanskloof,1,NA,44.7,0.0223713646532438,CYPERACEAE
Ficinia nigrescens,CB_34,1996,cederberg,2.5,NA,57.5,0.0434782608695652,CYPERACEAE
Ficinia nigrescens,CB_27,1996,cederberg,2.5,NA,103.5,0.0241545893719807,CYPERACEAE
Ficinia nigrescens,CB_155,1996,cederberg,0.1,NA,131.3,0.000761614623000762,CYPERACEAE
Ficinia nigrescens,LB2_133,1993,langeberg,2.5,NA,157.8,0.0158428390367554,CYPERACEAE
Ficinia nigrescens,HK_7,1978,hangklip,2.5,NA,179.9,0.0138966092273485,CYPERACEAE
Ficinia nigrescens,CB_107,1996,cederberg,2.5,NA,54.2,0.0461254612546125,CYPERACEAE
Ficinia nigrescens,CB_41,1996,cederberg,0.1,NA,90.7,0.00110253583241455,CYPERACEAE
Ficinia nigrescens,LB1_108,1993,langeberg,2.5,NA,345.1,0.00724427702115329,CYPERACEAE
Ficinia nigrescens,CB_3,1996,cederberg,0.1,NA,61,0.00163934426229508,CYPERACEAE
Ficinia nigrescens,CB_50,1996,cederberg,0.1,NA,58,0.00172413793103448,CYPERACEAE
Ficinia nigrescens,CB_26,1996,cederberg,2.5,NA,103.3,0.0242013552758954,CYPERACEAE
Ficinia nigrescens,HK_6,1978,hangklip,0.1,NA,61.2,0.00163398692810458,CYPERACEAE
Ficinia nigrescens,CB_37,1996,cederberg,2.5,NA,91.1,0.0274423710208562,CYPERACEAE
Ficinia nigrescens,CB_29,1996,cederberg,15,NA,176.2,0.0851305334846765,CYPERACEAE
Ficinia nigrescens,CB_24,1996,cederberg,15,NA,135.4,0.110782865583456,CYPERACEAE
Ficinia nigrescens,CB_46,1996,cederberg,15,NA,69.2,0.216763005780347,CYPERACEAE
Ficinia nigrescens,CB_119,1996,cederberg,0.1,NA,80.9,0.00123609394313968,CYPERACEAE
Ficinia nigrescens,BK_51_a,2011,baviaanskloof,1,NA,93.5,0.0106951871657754,CYPERACEAE
Ficinia nigrescens,CB_132,1996,cederberg,2.5,NA,172.1,0.0145264381173736,CYPERACEAE
Ficinia nigrescens,CB_38,1996,cederberg,2.5,NA,104,0.0240384615384615,CYPERACEAE
Ficinia nigrescens,CB_32,1996,cederberg,15,NA,107.9,0.139017608897127,CYPERACEAE
Ficinia nigrescens,CB_174,1996,cederberg,0.1,NA,59.5,0.00168067226890756,CYPERACEAE
Ficinia nigrescens,CB_125,1996,cederberg,0.1,NA,26.3,0.00380228136882129,CYPERACEAE
Ficinia nigrescens,CB_103,1996,cederberg,0.1,NA,35.7,0.00280112044817927,CYPERACEAE
Ficinia nigrescens,CB_53,1996,cederberg,2.5,NA,70.6,0.0354107648725212,CYPERACEAE
Ficinia nigrescens,BK_115_b,2011,baviaanskloof,0.5,NA,111.2,0.00449640287769784,CYPERACEAE
Ficinia nigrescens,CB_113,1996,cederberg,0.1,NA,48.3,0.0020703933747412,CYPERACEAE
Ficinia nigrescens,BK_51_b,2011,baviaanskloof,1,NA,95.3,0.0104931794333683,CYPERACEAE
Ficinia nigrescens,BK_52_b,2011,baviaanskloof,0.5,NA,55.7,0.00897666068222621,CYPERACEAE
Ficinia nigrescens,BK_115_a,2011,baviaanskloof,0.5,NA,109.7,0.00455788514129444,CYPERACEAE
Ficinia nigrescens,CB_80,1996,cederberg,0.1,NA,123.3,0.0008110300081103,CYPERACEAE
Ficinia nigrescens,CB_69,1996,cederberg,15,NA,66,0.227272727272727,CYPERACEAE
Ficinia nigrescens,CB_175,1996,cederberg,0.1,NA,34.2,0.00292397660818713,CYPERACEAE
Ficinia nigrescens,BK_1_b,2011,baviaanskloof,0.5,NA,84.5,0.00591715976331361,CYPERACEAE
Ficinia nigrescens,LB1_47,1993,langeberg,2.5,NA,152.8,0.0163612565445026,CYPERACEAE
Ficinia nigrescens,CB_101,1996,cederberg,0.1,NA,25.7,0.00389105058365759,CYPERACEAE
Ficinia nigrescens,CB_176,1996,cederberg,0.1,NA,39.4,0.00253807106598985,CYPERACEAE
Ficinia nigrescens,CB_118,1996,cederberg,0.1,NA,106.5,0.000938967136150235,CYPERACEAE
Ficinia nigrescens,CB_157,1996,cederberg,0.1,NA,25.7,0.00389105058365759,CYPERACEAE
Ficinia nigrescens,BK_107_a,2011,baviaanskloof,0.5,NA,107.3,0.00465983224603914,CYPERACEAE
Ficinia nigrescens,CB_94,1996,cederberg,0.1,NA,14.4,0.00694444444444444,CYPERACEAE
Ficinia nigrescens,BK_73_b,2011,baviaanskloof,0.2,NA,65.3,0.00306278713629403,CYPERACEAE
Ficinia nigrescens,BK_62_b,2011,baviaanskloof,0.5,NA,97.7,0.00511770726714432,CYPERACEAE
Ficinia nigrescens,LB2_35,1993,langeberg,2.5,NA,320,0.0078125,CYPERACEAE
Ficinia nigrescens,CB_136,1996,cederberg,0.1,NA,111.2,0.000899280575539568,CYPERACEAE
Ficinia nigrescens,CB_137,1996,cederberg,0.1,NA,49.1,0.00203665987780041,CYPERACEAE
Ficinia nigrescens,CB_141,1996,cederberg,0.1,NA,83.5,0.00119760479041916,CYPERACEAE
Ficinia nigrescens,CB_28,1996,cederberg,15,NA,138.7,0.108147080028839,CYPERACEAE
Ficinia nigrescens,LB2_34,1993,langeberg,2.5,NA,315.2,0.00793147208121827,CYPERACEAE
Ficinia nigrescens,LB2_49,1993,langeberg,2.5,NA,330.3,0.00756887677868604,CYPERACEAE
Ficinia nigrescens,BK_65_a,2011,baviaanskloof,1,NA,101.6,0.00984251968503937,CYPERACEAE
Ficinia nigrescens,CB_173,1996,cederberg,2.5,NA,58.4,0.0428082191780822,CYPERACEAE
Ficinia nigrescens,BK_102_b,2011,baviaanskloof,0.2,NA,34.4,0.00581395348837209,CYPERACEAE
Ficinia nigrescens,BK_64_a,2011,baviaanskloof,1,NA,161.6,0.00618811881188119,CYPERACEAE
Ficinia nigrescens,CB_52,1996,cederberg,0.1,NA,40.6,0.00246305418719212,CYPERACEAE
Ficinia nigrescens,LB1_51,1993,langeberg,2.5,NA,150.6,0.0166002656042497,CYPERACEAE
Ficinia nigrescens,CB_83,1996,cederberg,2.5,NA,41.4,0.0603864734299517,CYPERACEAE
Ficinia nigrescens,CB_146,1996,cederberg,2.5,NA,107.2,0.0233208955223881,CYPERACEAE
Ficinia nigrescens,BK_65_b,2011,baviaanskloof,1,NA,68.8,0.0145348837209302,CYPERACEAE
Ficinia nodosa,CP_64,1996,cape_point,NA,4,NA,NA,CYPERACEAE
Ficinia nodosa,CP_78,1966,cape_point,NA,3,NA,NA,CYPERACEAE
Ficinia nodosa,HK_2,1978,hangklip,0.1,NA,123.3,0.0008110300081103,CYPERACEAE
Ficinia nodosa,CP_18,1996,cape_point,NA,3,NA,NA,CYPERACEAE
Ficinia nodosa,CP_37,1996,cape_point,NA,5,NA,NA,CYPERACEAE
Ficinia nodosa,HK_17,1978,hangklip,0.1,NA,50.9,0.00196463654223969,CYPERACEAE
Ficinia nodosa,CP_64,1966,cape_point,NA,3,NA,NA,CYPERACEAE
Ficinia nodosa,HK_40,1978,hangklip,2.5,NA,108.1,0.0231267345050879,CYPERACEAE
Ficinia nodosa,CP_12,1966,cape_point,NA,4,NA,NA,CYPERACEAE
Ficinia nodosa,CP_71,1996,cape_point,NA,2,NA,NA,CYPERACEAE
Ficinia nodosa,CP_37,1966,cape_point,NA,3,NA,NA,CYPERACEAE
Ficinia nodosa,CP_55,1996,cape_point,NA,1,NA,NA,CYPERACEAE
Ficinia nodosa,CP_1,1966,cape_point,NA,4,NA,NA,CYPERACEAE
Ficinia nodosa,CP_81,1966,cape_point,NA,3,NA,NA,CYPERACEAE
Ficinia nodosa,CP_82,1996,cape_point,NA,3,NA,NA,CYPERACEAE
Ficinia nodosa,CP_56,2010,cape_point,0.15,1,108.35,0.00138440239963083,CYPERACEAE
Ficinia nodosa,HK_135,1978,hangklip,0.1,NA,9,0.0111111111111111,CYPERACEAE
Ficinia nodosa,CP_49,1966,cape_point,NA,2,NA,NA,CYPERACEAE
Ficinia nodosa,CP_34,1996,cape_point,NA,1,NA,NA,CYPERACEAE
Ficinia nodosa,CP_78,1996,cape_point,NA,4,NA,NA,CYPERACEAE
Ficinia nodosa,CP_12,1996,cape_point,NA,1,NA,NA,CYPERACEAE
Ficinia nodosa,HK_39,1978,hangklip,15,NA,125.9,0.119142176330421,CYPERACEAE
Ficinia nodosa,CP_81,1996,cape_point,NA,3,NA,NA,CYPERACEAE
Ficinia nodosa,CP_89,1966,cape_point,NA,2,NA,NA,CYPERACEAE
Ficinia nodosa,CP_82,1966,cape_point,NA,2,NA,NA,CYPERACEAE
Ficinia nodosa,HK_26,1978,hangklip,0.1,NA,60.7,0.00164744645799012,CYPERACEAE
Ficinia nodosa,CP_22,1996,cape_point,NA,1,NA,NA,CYPERACEAE
Ficinia nodosa,CP_56,1966,cape_point,NA,3,NA,NA,CYPERACEAE
Ficinia nodosa,HK_44,1978,hangklip,15,NA,150.4,0.0997340425531915,CYPERACEAE
Ficinia nodosa,CP_17,1996,cape_point,NA,3,NA,NA,CYPERACEAE
Ficinia nodosa,CP_14,1996,cape_point,NA,3,NA,NA,CYPERACEAE
Ficinia nodosa,CP_56,1996,cape_point,NA,5,NA,NA,CYPERACEAE
Ficinia nodosa,CP_88,1996,cape_point,NA,1,NA,NA,CYPERACEAE
Ficinia nodosa,HK_38,1978,hangklip,0.1,NA,88.5,0.00112994350282486,CYPERACEAE
Ficinia nodosa,HK_5,1978,hangklip,0.1,NA,95.7,0.00104493207941484,CYPERACEAE
Ficinia nodosa,CP_19,1996,cape_point,NA,1,NA,NA,CYPERACEAE
Ficinia nodosa,CP_75,1966,cape_point,NA,2,NA,NA,CYPERACEAE
Ficinia nodosa,CP_16,1996,cape_point,NA,2,NA,NA,CYPERACEAE
Ficinia nodosa,CP_63,1996,cape_point,NA,3,NA,NA,CYPERACEAE
Ficinia nodosa,CP_49,1996,cape_point,NA,3,NA,NA,CYPERACEAE
Ficinia nodosa,CP_16,1966,cape_point,NA,5,NA,NA,CYPERACEAE
Ficinia nodosa,HK_41,1978,hangklip,2.5,NA,160.1,0.0156152404747033,CYPERACEAE
Ficinia nodosa,CP_14,1966,cape_point,NA,3,NA,NA,CYPERACEAE
Ficinia nodosa,CP_83,1996,cape_point,NA,3,NA,NA,CYPERACEAE
Ficinia nodosa,CP_18,1966,cape_point,NA,5,NA,NA,CYPERACEAE
Ficinia nodosa,CP_65,1996,cape_point,NA,4,NA,NA,CYPERACEAE
Ficinia nodosa,HK_102,1978,hangklip,0.1,NA,10.6,0.00943396226415094,CYPERACEAE
Ficinia nodosa,CP_61,1966,cape_point,NA,2,NA,NA,CYPERACEAE
Ficinia nodosa,CP_65,1966,cape_point,NA,3,NA,NA,CYPERACEAE
Ficinia nodosa,CP_79,1996,cape_point,NA,4,NA,NA,CYPERACEAE
Ficinia nodosa,CP_89,1996,cape_point,NA,1,NA,NA,CYPERACEAE
Ficinia nodosa,CP_72,1996,cape_point,NA,3,NA,NA,CYPERACEAE
Ficinia nodosa,CP_79,1966,cape_point,NA,3,NA,NA,CYPERACEAE
Ficinia nodosa,CP_83,1966,cape_point,NA,3,NA,NA,CYPERACEAE
Ficinia nodosa,CP_17,1966,cape_point,NA,5,NA,NA,CYPERACEAE
Ficinia nodosa,HK_28,1978,hangklip,0.1,NA,26.4,0.00378787878787879,CYPERACEAE
Ficinia nodosa,HK_24,1978,hangklip,0.1,NA,121.5,0.000823045267489712,CYPERACEAE
Ficinia nodosa,CP_13,1996,cape_point,NA,5,NA,NA,CYPERACEAE
Ficinia nodosa,CP_13,1966,cape_point,NA,2,NA,NA,CYPERACEAE
Ficinia nodosa,CP_72,1966,cape_point,NA,3,NA,NA,CYPERACEAE
Ficinia oligantha,CB_90,1996,cederberg,0.1,NA,89,0.00112359550561798,CYPERACEAE
Ficinia oligantha,CP_28,1966,cape_point,NA,2,NA,NA,CYPERACEAE
Ficinia oligantha,CP_75,1966,cape_point,NA,3,NA,NA,CYPERACEAE
Ficinia oligantha,LB1_125,1993,langeberg,37.5,NA,473.1,0.0792644261255548,CYPERACEAE
Ficinia oligantha,CP_22,1966,cape_point,NA,1,NA,NA,CYPERACEAE
Ficinia oligantha,CP_37,2010,cape_point,3.2,5,87.9,0.0364050056882821,CYPERACEAE
Ficinia oligantha,HK_13,1978,hangklip,0.1,NA,89.3,0.00111982082866741,CYPERACEAE
Ficinia oligantha,LB1_126,1993,langeberg,2.5,NA,193.4,0.0129265770423992,CYPERACEAE
Ficinia oligantha,BK_77,1992,baviaanskloof,0.5,NA,55.5,0.00900900900900901,CYPERACEAE
Ficinia oligantha,CP_88,1996,cape_point,NA,3,NA,NA,CYPERACEAE
Ficinia oligantha,CP_50,2010,cape_point,0.2,2,149.22,0.00134030290845731,CYPERACEAE
Ficinia oligantha,CP_31,1996,cape_point,NA,3,NA,NA,CYPERACEAE
Ficinia oligantha,BK_65,1992,baviaanskloof,0.5,NA,60.4,0.00827814569536424,CYPERACEAE
Ficinia oligantha,CP_10,1996,cape_point,NA,3,NA,NA,CYPERACEAE
Ficinia oligantha,LB1_73,1993,langeberg,0.1,NA,222.6,0.000449236298292902,CYPERACEAE
Ficinia oligantha,HK_30,1978,hangklip,0.1,NA,8.3,0.0120481927710843,CYPERACEAE
Ficinia oligantha,LB1_1,1993,langeberg,0.1,NA,448.2,0.000223114680946006,CYPERACEAE
Ficinia oligantha,HK_43,1978,hangklip,0.1,NA,65.8,0.00151975683890578,CYPERACEAE
Ficinia oligantha,BK_72,1992,baviaanskloof,1,NA,72,0.0138888888888889,CYPERACEAE
Ficinia oligantha,LB2_75,1993,langeberg,2.5,NA,215.7,0.0115901715345387,CYPERACEAE
Ficinia oligantha,HK_122,1978,hangklip,0.1,NA,7.6,0.0131578947368421,CYPERACEAE
Ficinia oligantha,HK_67,1978,hangklip,2.5,NA,50.3,0.0497017892644135,CYPERACEAE
Ficinia oligantha,HK_174,1978,hangklip,0.1,NA,20.8,0.00480769230769231,CYPERACEAE
Ficinia oligantha,LB2_66,1993,langeberg,2.5,NA,273.2,0.00915080527086384,CYPERACEAE
Ficinia oligantha,BK_95,1992,baviaanskloof,0.5,NA,69.5,0.00719424460431655,CYPERACEAE
Ficinia oligantha,BK_112,1992,baviaanskloof,0.5,NA,97.5,0.00512820512820513,CYPERACEAE
Ficinia oligantha,LB2_39,1993,langeberg,15,NA,352.5,0.0425531914893617,CYPERACEAE
Ficinia oligantha,HK_71,1978,hangklip,0.1,NA,38,0.00263157894736842,CYPERACEAE
Ficinia oligantha,HK_55,1978,hangklip,0.1,NA,45.5,0.0021978021978022,CYPERACEAE
Ficinia oligantha,CP_27,1966,cape_point,NA,1,NA,NA,CYPERACEAE
Ficinia oligantha,CP_27,1996,cape_point,NA,3,NA,NA,CYPERACEAE
Ficinia oligantha,BK_97,1992,baviaanskloof,0.5,NA,85.8,0.00582750582750583,CYPERACEAE
Ficinia oligantha,CP_88,1966,cape_point,NA,1,NA,NA,CYPERACEAE
Ficinia oligantha,HK_201,1978,hangklip,0.1,NA,14.1,0.00709219858156028,CYPERACEAE
Ficinia oligantha,LB1_137,1993,langeberg,2.5,NA,223.1,0.0112057373375168,CYPERACEAE
Ficinia oligantha,CP_67,1966,cape_point,NA,2,NA,NA,CYPERACEAE
Ficinia oligantha,LB2_59,1993,langeberg,2.5,NA,122.8,0.0203583061889251,CYPERACEAE
Ficinia oligantha,HK_125,1978,hangklip,0.1,NA,19.9,0.0050251256281407,CYPERACEAE
Ficinia oligantha,HK_88,1978,hangklip,0.1,NA,20.6,0.00485436893203883,CYPERACEAE
Ficinia oligantha,HK_64,1978,hangklip,0.1,NA,35.4,0.00282485875706215,CYPERACEAE
Ficinia oligantha,CP_44,1966,cape_point,NA,1,NA,NA,CYPERACEAE
Ficinia oligantha,CP_22,1996,cape_point,NA,3,NA,NA,CYPERACEAE
Ficinia oligantha,CP_12,2010,cape_point,0.93,4,55.68,0.0167025862068966,CYPERACEAE
Ficinia oligantha,LB2_41,1993,langeberg,15,NA,487.7,0.0307566126717244,CYPERACEAE
Ficinia oligantha,HK_79,1978,hangklip,0.1,NA,29.1,0.00343642611683849,CYPERACEAE
Ficinia oligantha,LB1_10,1993,langeberg,2.5,NA,285.1,0.00876885303402315,CYPERACEAE
Ficinia oligantha,LB1_97,1993,langeberg,0.1,NA,235.4,0.000424808836023789,CYPERACEAE
Ficinia oligantha,LB2_95,1993,langeberg,2.5,NA,268,0.00932835820895522,CYPERACEAE
Ficinia oligantha,LB1_12,1993,langeberg,2.5,NA,133.1,0.0187828700225394,CYPERACEAE
Ficinia oligantha,LB1_141,1993,langeberg,15,NA,283.2,0.0529661016949153,CYPERACEAE
Ficinia oligantha,CP_63,1996,cape_point,NA,2,NA,NA,CYPERACEAE
Ficinia oligantha,CP_45,1996,cape_point,NA,3,NA,NA,CYPERACEAE
Ficinia oligantha,HK_26,1978,hangklip,0.1,NA,60.7,0.00164744645799012,CYPERACEAE
Ficinia oligantha,LB1_3,1993,langeberg,2.5,NA,415.1,0.00602264514574801,CYPERACEAE
Ficinia oligantha,HK_206,1978,hangklip,0.1,NA,109.2,0.000915750915750916,CYPERACEAE
Ficinia oligantha,HK_48,1978,hangklip,0.1,NA,15.1,0.00662251655629139,CYPERACEAE
Ficinia oligantha,CP_37,1966,cape_point,NA,3,NA,NA,CYPERACEAE
Ficinia oligantha,BK_3,1992,baviaanskloof,0.1,NA,41.7,0.00239808153477218,CYPERACEAE
Ficinia oligantha,HK_129,1978,hangklip,0.1,NA,41,0.0024390243902439,CYPERACEAE
Ficinia oligantha,BK_71,1992,baviaanskloof,0.5,NA,73.7,0.0067842605156038,CYPERACEAE
Ficinia oligantha,HK_94,1978,hangklip,0.1,NA,41.9,0.00238663484486874,CYPERACEAE
Ficinia oligantha,BK_62,1992,baviaanskloof,0.5,NA,75.5,0.00662251655629139,CYPERACEAE
Ficinia oligantha,CP_39,1996,cape_point,NA,3,NA,NA,CYPERACEAE
Ficinia oligantha,CP_70,1996,cape_point,NA,3,NA,NA,CYPERACEAE
Ficinia oligantha,CB_127,1996,cederberg,0.1,NA,87.2,0.00114678899082569,CYPERACEAE
Ficinia oligantha,LB2_2,1993,langeberg,0.1,NA,415.4,0.000240731824747232,CYPERACEAE
Ficinia oligantha,HK_250,1978,hangklip,0.1,NA,31.9,0.00313479623824451,CYPERACEAE
Ficinia oligantha,LB2_79,1993,langeberg,2.5,NA,233.2,0.0107204116638079,CYPERACEAE
Ficinia oligantha,CP_89,1966,cape_point,NA,2,NA,NA,CYPERACEAE
Ficinia oligantha,LB2_47,1993,langeberg,2.5,NA,382.5,0.0065359477124183,CYPERACEAE
Ficinia oligantha,CB_54,1996,cederberg,2.5,NA,173.9,0.0143760782058654,CYPERACEAE
Ficinia oligantha,CP_2,1996,cape_point,NA,2,NA,NA,CYPERACEAE
Ficinia oligantha,CP_64,1966,cape_point,NA,2,NA,NA,CYPERACEAE
Ficinia oligantha,LB2_146,1993,langeberg,0.1,NA,131,0.000763358778625954,CYPERACEAE
Ficinia oligantha,BK_104,1992,baviaanskloof,1,NA,78,0.0128205128205128,CYPERACEAE
Ficinia oligantha,LB2_68,1993,langeberg,2.5,NA,225.1,0.0111061750333185,CYPERACEAE
Ficinia oligantha,HK_90,1978,hangklip,0.1,NA,11.5,0.00869565217391304,CYPERACEAE
Ficinia oligantha,HK_66,1978,hangklip,2.5,NA,60.2,0.0415282392026578,CYPERACEAE
Ficinia oligantha,HK_42,1978,hangklip,0.1,NA,50.9,0.00196463654223969,CYPERACEAE
Ficinia oligantha,CP_10,1966,cape_point,NA,1,NA,NA,CYPERACEAE
Ficinia oligantha,HK_20,1978,hangklip,0.1,NA,50.6,0.00197628458498024,CYPERACEAE
Ficinia oligantha,CP_44,1996,cape_point,NA,3,NA,NA,CYPERACEAE
Ficinia oligantha,HK_62,1978,hangklip,0.1,NA,30.9,0.00323624595469256,CYPERACEAE
Ficinia oligantha,CP_48,1966,cape_point,NA,1,NA,NA,CYPERACEAE
Ficinia oligantha,LB2_17,1993,langeberg,2.5,NA,265.7,0.00940910801656003,CYPERACEAE
Ficinia oligantha,LB2_104,1993,langeberg,2.5,NA,205.6,0.01215953307393,CYPERACEAE
Ficinia oligantha,LB2_118,1993,langeberg,2.5,NA,190.5,0.0131233595800525,CYPERACEAE
Ficinia oligantha,CP_76,1996,cape_point,NA,2,NA,NA,CYPERACEAE
Ficinia oligantha,HK_121,1978,hangklip,0.1,NA,19.1,0.00523560209424084,CYPERACEAE
Ficinia oligantha,HK_166,1978,hangklip,0.1,NA,152.5,0.000655737704918033,CYPERACEAE
Ficinia oligantha,CP_36,1996,cape_point,NA,3,NA,NA,CYPERACEAE
Ficinia oligantha,HK_123,1978,hangklip,0.1,NA,52.4,0.00190839694656489,CYPERACEAE
Ficinia oligantha,CB_49,1996,cederberg,0.1,NA,93.5,0.00106951871657754,CYPERACEAE
Ficinia oligantha,LB2_145,1993,langeberg,0.1,NA,153.9,0.000649772579597141,CYPERACEAE
Ficinia oligantha,CP_75,1996,cape_point,NA,3,NA,NA,CYPERACEAE
Ficinia oligantha,LB1_51,1993,langeberg,2.5,NA,150.6,0.0166002656042497,CYPERACEAE
Ficinia oligantha,CP_87,1966,cape_point,NA,2,NA,NA,CYPERACEAE
Ficinia oligantha,CP_62,1966,cape_point,NA,2,NA,NA,CYPERACEAE
Ficinia oligantha,CP_37,1996,cape_point,NA,2,NA,NA,CYPERACEAE
Ficinia oligantha,LB1_50,1993,langeberg,2.5,NA,242.7,0.0103007828594973,CYPERACEAE
Ficinia oligantha,CP_14,1966,cape_point,NA,3,NA,NA,CYPERACEAE
Ficinia oligantha,HK_57,1978,hangklip,0.1,NA,30,0.00333333333333333,CYPERACEAE
Ficinia oligantha,BK_49,1992,baviaanskloof,0.1,NA,34.3,0.00291545189504373,CYPERACEAE
Ficinia oligantha,LB1_52,1993,langeberg,2.5,NA,275.3,0.00908100254268071,CYPERACEAE
Ficinia oligantha,CP_63,1966,cape_point,NA,1,NA,NA,CYPERACEAE
Ficinia oligantha,LB2_62,1993,langeberg,2.5,NA,260.7,0.00958956655159187,CYPERACEAE
Ficinia oligantha,LB2_45,1993,langeberg,2.5,NA,127.6,0.0195924764890282,CYPERACEAE
Ficinia oligantha,CP_58,1966,cape_point,NA,2,NA,NA,CYPERACEAE
Ficinia oligantha,LB1_94,1993,langeberg,0.1,NA,200.4,0.000499001996007984,CYPERACEAE
Ficinia oligantha,BK_13,1992,baviaanskloof,0.1,NA,37.2,0.00268817204301075,CYPERACEAE
Ficinia oligantha,CP_21,1966,cape_point,NA,2,NA,NA,CYPERACEAE
Ficinia oligantha,HK_74,1978,hangklip,0.1,NA,73.3,0.00136425648021828,CYPERACEAE
Ficinia oligantha,LB2_103,1993,langeberg,2.5,NA,217.8,0.0114784205693297,CYPERACEAE
Ficinia oligantha,BK_94,1992,baviaanskloof,1,NA,122,0.00819672131147541,CYPERACEAE
Ficinia oligantha,CP_59,1996,cape_point,NA,2,NA,NA,CYPERACEAE
Ficinia oligantha,HK_195,1978,hangklip,0.1,NA,110.5,0.000904977375565611,CYPERACEAE
Ficinia oligantha,BK_18,1992,baviaanskloof,0.5,NA,77,0.00649350649350649,CYPERACEAE
Ficinia oligantha,CP_3,1966,cape_point,NA,2,NA,NA,CYPERACEAE
Ficinia oligantha,LB2_133,1993,langeberg,2.5,NA,157.8,0.0158428390367554,CYPERACEAE
Ficinia oligantha,BK_76,1992,baviaanskloof,0.1,NA,116.9,0.000855431993156544,CYPERACEAE
Ficinia oligantha,CP_61,1966,cape_point,NA,2,NA,NA,CYPERACEAE
Ficinia oligantha,CP_50,1996,cape_point,NA,3,NA,NA,CYPERACEAE
Ficinia oligantha,BK_99,1992,baviaanskloof,1,NA,113.1,0.00884173297966401,CYPERACEAE
Ficinia oligantha,CP_15,1966,cape_point,NA,2,NA,NA,CYPERACEAE
Ficinia oligantha,CB_102,1996,cederberg,0.1,NA,75.8,0.00131926121372032,CYPERACEAE
Ficinia oligantha,HK_31,1978,hangklip,0.1,NA,10.3,0.00970873786407767,CYPERACEAE
Ficinia oligantha,CP_40,1996,cape_point,NA,1,NA,NA,CYPERACEAE
Ficinia oligantha,HK_6,1978,hangklip,0.1,NA,61.2,0.00163398692810458,CYPERACEAE
Ficinia oligantha,HK_5,1978,hangklip,0.1,NA,95.7,0.00104493207941484,CYPERACEAE
Ficinia oligantha,CP_45,1966,cape_point,NA,1,NA,NA,CYPERACEAE
Ficinia oligantha,LB1_5,1993,langeberg,2.5,NA,312.6,0.00799744081893794,CYPERACEAE
Ficinia oligantha,BK_82,1992,baviaanskloof,0.1,NA,71.2,0.00140449438202247,CYPERACEAE
Ficinia oligantha,HK_113,1978,hangklip,0.1,NA,43.6,0.00229357798165138,CYPERACEAE
Ficinia oligantha,HK_109,1978,hangklip,0.1,NA,9.8,0.0102040816326531,CYPERACEAE
Ficinia oligantha,CP_82,1966,cape_point,NA,3,NA,NA,CYPERACEAE
Ficinia oligantha,LB1_45,1993,langeberg,0.1,NA,187.8,0.00053248136315229,CYPERACEAE
Ficinia oligantha,CP_19,1966,cape_point,NA,1,NA,NA,CYPERACEAE
Ficinia oligantha,CP_36,1966,cape_point,NA,2,NA,NA,CYPERACEAE
Ficinia oligantha,LB2_58,1993,langeberg,2.5,NA,117.8,0.0212224108658744,CYPERACEAE
Ficinia oligantha,CP_14,1996,cape_point,NA,3,NA,NA,CYPERACEAE
Ficinia oligantha,HK_200,1978,hangklip,0.1,NA,9.4,0.0106382978723404,CYPERACEAE
Ficinia oligantha,CB_94,1996,cederberg,0.1,NA,14.4,0.00694444444444444,CYPERACEAE
Ficinia oligantha,CP_2,1966,cape_point,NA,3,NA,NA,CYPERACEAE
Ficinia oligantha,LB1_46,1993,langeberg,0.1,NA,185.4,0.000539374325782093,CYPERACEAE
Ficinia oligantha,BK_41,1992,baviaanskloof,0.5,NA,45.6,0.0109649122807018,CYPERACEAE
Ficinia oligantha,CP_34,1996,cape_point,NA,2,NA,NA,CYPERACEAE
Ficinia oligantha,CP_17,1966,cape_point,NA,3,NA,NA,CYPERACEAE
Ficinia oligantha,CP_39,1966,cape_point,NA,1,NA,NA,CYPERACEAE
Ficinia oligantha,CP_87,1996,cape_point,NA,3,NA,NA,CYPERACEAE
Ficinia oligantha,CP_12,1996,cape_point,NA,3,NA,NA,CYPERACEAE
Ficinia oligantha,CP_4,1996,cape_point,NA,3,NA,NA,CYPERACEAE
Ficinia oligantha,CP_12,1966,cape_point,NA,2,NA,NA,CYPERACEAE
Ficinia oligantha,LB2_132,1993,langeberg,2.5,NA,103.6,0.0241312741312741,CYPERACEAE
Ficinia oligantha,BK_4,1992,baviaanskloof,0.5,NA,46.2,0.0108225108225108,CYPERACEAE
Ficinia oligantha,CP_34,1966,cape_point,NA,3,NA,NA,CYPERACEAE
Ficinia oligantha,BK_10,1992,baviaanskloof,0.5,NA,27.5,0.0181818181818182,CYPERACEAE
Ficinia oligantha,LB2_116,1993,langeberg,2.5,NA,208,0.0120192307692308,CYPERACEAE
Ficinia oligantha,CP_62,1996,cape_point,NA,3,NA,NA,CYPERACEAE
Ficinia oligantha,CP_3,1996,cape_point,NA,3,NA,NA,CYPERACEAE
Ficinia oligantha,CP_84,1966,cape_point,NA,3,NA,NA,CYPERACEAE
Ficinia oligantha,HK_12,1978,hangklip,0.1,NA,60.7,0.00164744645799012,CYPERACEAE
Ficinia oligantha,CB_178,1996,cederberg,0.1,NA,114.2,0.000875656742556918,CYPERACEAE
Ficinia oligantha,CB_109,1996,cederberg,0.1,NA,93.9,0.00106496272630458,CYPERACEAE
