Family,Genus,Species,Taxon
Cucurbitaceae,Kedrostis,nana,Kedrostis nana
Cucurbitaceae,Kedrostis,psammophila,Kedrostis psammophila
Achariaceae,Kiggelaria,africana,Kiggelaria africana
Loasaceae,Kissenia,capensis,Kissenia capensis
Iridaceae,Klattia,flava,Klattia flava
Iridaceae,Klattia,partita,Klattia partita
Iridaceae,Klattia,stokoei,Klattia stokoei
Asteraceae,Kleinia,cephalophora,Kleinia cephalophora
Asteraceae,Kleinia,longiflora,Kleinia longiflora
Asphodelaceae,Kniphofia,citrina,Kniphofia citrina
Asphodelaceae,Kniphofia,praecox,Kniphofia praecox
Asphodelaceae,Kniphofia,sarmentosa,Kniphofia sarmentosa
Asphodelaceae,Kniphofia,tabularis,Kniphofia tabularis
Asphodelaceae,Kniphofia,uvaria,Kniphofia uvaria
Poaceae,Koeleria,capensis,Koeleria capensis
Stilbaceae,Kogelbergia,phylicoides,Kogelbergia phylicoides
Stilbaceae,Kogelbergia,verticillata,Kogelbergia verticillata
Rubiaceae,Kohautia,caespitosa,Kohautia caespitosa
Rubiaceae,Kohautia,cynanchica,Kohautia cynanchica
Rubiaceae,Kohautia,ramosissima,Kohautia ramosissima
Cyperaceae,Kyllinga,alata,Kyllinga alata
Cyperaceae,Kyllinga,erecta,Kyllinga erecta
Cyperaceae,Kyllinga,melanosperma,Kyllinga melanosperma
Hyacinthaceae,Lachenalia,alba,Lachenalia alba
Hyacinthaceae,Lachenalia,algoensis,Lachenalia algoensis
Hyacinthaceae,Lachenalia,aloides,Lachenalia aloides
Hyacinthaceae,Lachenalia,ameliae,Lachenalia ameliae
Hyacinthaceae,Lachenalia,angelica,Lachenalia angelica
Hyacinthaceae,Lachenalia,anguinea,Lachenalia anguinea
Hyacinthaceae,Lachenalia,arbuthnotiae,Lachenalia arbuthnotiae
Hyacinthaceae,Lachenalia,attenuata,Lachenalia attenuata
Hyacinthaceae,Lachenalia,aurioliae,Lachenalia aurioliae
Hyacinthaceae,Lachenalia,bachmannii,Lachenalia bachmannii
Hyacinthaceae,Lachenalia,barkeriana,Lachenalia barkeriana
Hyacinthaceae,Lachenalia,bolusii,Lachenalia bolusii
Hyacinthaceae,Lachenalia,bowkeri,Lachenalia bowkeri
Hyacinthaceae,Lachenalia,buchubergensis,Lachenalia buchubergensis
Hyacinthaceae,Lachenalia,bulbifera,Lachenalia bulbifera
Hyacinthaceae,Lachenalia,calcicola,Lachenalia calcicola
Hyacinthaceae,Lachenalia,capensis,Lachenalia capensis
Hyacinthaceae,Lachenalia,carnosa,Lachenalia carnosa
Hyacinthaceae,Lachenalia,cernua,Lachenalia cernua
Hyacinthaceae,Lachenalia,comptonii,Lachenalia comptonii
Hyacinthaceae,Lachenalia,concordiana,Lachenalia concordiana
Hyacinthaceae,Lachenalia,congesta,Lachenalia congesta
Hyacinthaceae,Lachenalia,contaminata,Lachenalia contaminata
Hyacinthaceae,Lachenalia,corymbosa,Lachenalia corymbosa
Hyacinthaceae,Lachenalia,dasybotrya,Lachenalia dasybotrya
Hyacinthaceae,Lachenalia,dehoopensis,Lachenalia dehoopensis
Hyacinthaceae,Lachenalia,doleritica,Lachenalia doleritica
Hyacinthaceae,Lachenalia,duncanii,Lachenalia duncanii
Hyacinthaceae,Lachenalia,elegans,Lachenalia elegans
Hyacinthaceae,Lachenalia,ensifolia,Lachenalia ensifolia
Hyacinthaceae,Lachenalia,fistulosa,Lachenalia fistulosa
Hyacinthaceae,Lachenalia,framesii,Lachenalia framesii
Hyacinthaceae,Lachenalia,giessii,Lachenalia giessii
Hyacinthaceae,Lachenalia,gillettii,Lachenalia gillettii
Hyacinthaceae,Lachenalia,glaucophylla,Lachenalia glaucophylla
Hyacinthaceae,Lachenalia,haarlemensis,Lachenalia haarlemensis
Hyacinthaceae,Lachenalia,hirta,Lachenalia hirta
Hyacinthaceae,Lachenalia,inconspicua,Lachenalia inconspicua
Hyacinthaceae,Lachenalia,isopetala,Lachenalia isopetala
Hyacinthaceae,Lachenalia,juncifolia,Lachenalia juncifolia
Hyacinthaceae,Lachenalia,karooica,Lachenalia karooica
Hyacinthaceae,Lachenalia,klinghardtiana,Lachenalia klinghardtiana
Hyacinthaceae,Lachenalia,kliprandensis,Lachenalia kliprandensis
Hyacinthaceae,Lachenalia,lactosa,Lachenalia lactosa
Hyacinthaceae,Lachenalia,latimerae,Lachenalia latimerae
Hyacinthaceae,Lachenalia,leipoldtii,Lachenalia leipoldtii
Hyacinthaceae,Lachenalia,leomontana,Lachenalia leomontana
Hyacinthaceae,Lachenalia,liliflora,Lachenalia liliflora
Hyacinthaceae,Lachenalia,longibracteata,Lachenalia longibracteata
Hyacinthaceae,Lachenalia,longituba,Lachenalia longituba
Hyacinthaceae,Lachenalia,lutea,Lachenalia lutea
Hyacinthaceae,Lachenalia,lutzeyeri,Lachenalia lutzeyeri
Hyacinthaceae,Lachenalia,macgregoriorum,Lachenalia macgregoriorum
Hyacinthaceae,Lachenalia,margaretae,Lachenalia margaretae
Hyacinthaceae,Lachenalia,marginata,Lachenalia marginata
Hyacinthaceae,Lachenalia,marlothii,Lachenalia marlothii
Hyacinthaceae,Lachenalia,martinae,Lachenalia martinae
Hyacinthaceae,Lachenalia,mathewsii,Lachenalia mathewsii
Hyacinthaceae,Lachenalia,maughanii,Lachenalia maughanii
Hyacinthaceae,Lachenalia,maximiliani,Lachenalia maximiliani
Hyacinthaceae,Lachenalia,mediana,Lachenalia mediana
Hyacinthaceae,Lachenalia,minima,Lachenalia minima
Hyacinthaceae,Lachenalia,moniliformis,Lachenalia moniliformis
Hyacinthaceae,Lachenalia,montana,Lachenalia montana
Hyacinthaceae,Lachenalia,muirii,Lachenalia muirii
Hyacinthaceae,Lachenalia,multifolia,Lachenalia multifolia
Hyacinthaceae,Lachenalia,mutabilis,Lachenalia mutabilis
Hyacinthaceae,Lachenalia,namaquensis,Lachenalia namaquensis
Hyacinthaceae,Lachenalia,namibiensis,Lachenalia namibiensis
Hyacinthaceae,Lachenalia,nardousbergensis,Lachenalia nardousbergensis
Hyacinthaceae,Lachenalia,neilii,Lachenalia neilii
Hyacinthaceae,Lachenalia,nervosa,Lachenalia nervosa
Hyacinthaceae,Lachenalia,nordenstamii,Lachenalia nordenstamii
Hyacinthaceae,Lachenalia,nutans,Lachenalia nutans
Hyacinthaceae,Lachenalia,obscura,Lachenalia obscura
Hyacinthaceae,Lachenalia,orchioides,Lachenalia orchioides
Hyacinthaceae,Lachenalia,orthopetala,Lachenalia orthopetala
Hyacinthaceae,Lachenalia,pallida,Lachenalia pallida
Hyacinthaceae,Lachenalia,patula,Lachenalia patula
Hyacinthaceae,Lachenalia,paucifolia,Lachenalia paucifolia
Hyacinthaceae,Lachenalia,peersii,Lachenalia peersii
Hyacinthaceae,Lachenalia,perryae,Lachenalia perryae
Hyacinthaceae,Lachenalia,physocaulos,Lachenalia physocaulos
Hyacinthaceae,Lachenalia,polyphylla,Lachenalia polyphylla
Hyacinthaceae,Lachenalia,polypodantha,Lachenalia polypodantha
Hyacinthaceae,Lachenalia,purpureocaerulea,Lachenalia purpureocaerulea
Hyacinthaceae,Lachenalia,pusilla,Lachenalia pusilla
Hyacinthaceae,Lachenalia,pustulata,Lachenalia pustulata
Hyacinthaceae,Lachenalia,reflexa,Lachenalia reflexa
Hyacinthaceae,Lachenalia,rosea,Lachenalia rosea
Hyacinthaceae,Lachenalia,rubida,Lachenalia rubida
Hyacinthaceae,Lachenalia,salteri,Lachenalia salteri
Hyacinthaceae,Lachenalia,sargeantii,Lachenalia sargeantii
Hyacinthaceae,Lachenalia,schelpei,Lachenalia schelpei
Hyacinthaceae,Lachenalia,sp. A,Lachenalia sp. A
Hyacinthaceae,Lachenalia,splendida,Lachenalia splendida
Hyacinthaceae,Lachenalia,stayneri,Lachenalia stayneri
Hyacinthaceae,Lachenalia,subspicata,Lachenalia subspicata
Hyacinthaceae,Lachenalia,thomasiae,Lachenalia thomasiae
Hyacinthaceae,Lachenalia,trichophylla,Lachenalia trichophylla
Hyacinthaceae,Lachenalia,undulata,Lachenalia undulata
Hyacinthaceae,Lachenalia,unicolor,Lachenalia unicolor
Hyacinthaceae,Lachenalia,unifolia,Lachenalia unifolia
Hyacinthaceae,Lachenalia,valeriae,Lachenalia valeriae
Hyacinthaceae,Lachenalia,variegata,Lachenalia variegata
Hyacinthaceae,Lachenalia,ventricosa,Lachenalia ventricosa
Hyacinthaceae,Lachenalia,verticillata,Lachenalia verticillata
Hyacinthaceae,Lachenalia,violacea,Lachenalia violacea
Hyacinthaceae,Lachenalia,viridiflora,Lachenalia viridiflora
Hyacinthaceae,Lachenalia,whitehillensis,Lachenalia whitehillensis
Hyacinthaceae,Lachenalia,xerophila,Lachenalia xerophila
Hyacinthaceae,Lachenalia,youngii,Lachenalia youngii
Hyacinthaceae,Lachenalia,zebrina,Lachenalia zebrina
Hyacinthaceae,Lachenalia,zeyheri,Lachenalia zeyheri
Thymelaeaceae,Lachnaea,alpina,Lachnaea alpina
Thymelaeaceae,Lachnaea,aurea,Lachnaea aurea
Thymelaeaceae,Lachnaea,axillaris,Lachnaea axillaris
Thymelaeaceae,Lachnaea,burchellii,Lachnaea burchellii
Thymelaeaceae,Lachnaea,capitata,Lachnaea capitata
Thymelaeaceae,Lachnaea,densiflora,Lachnaea densiflora
Thymelaeaceae,Lachnaea,diosmoides,Lachnaea diosmoides
Thymelaeaceae,Lachnaea,elsiae,Lachnaea elsiae
Thymelaeaceae,Lachnaea,ericoides,Lachnaea ericoides
Thymelaeaceae,Lachnaea,eriocephala,Lachnaea eriocephala
Thymelaeaceae,Lachnaea,filamentosa,Lachnaea filamentosa
Thymelaeaceae,Lachnaea,filicaulis,Lachnaea filicaulis
Thymelaeaceae,Lachnaea,funicaulis,Lachnaea funicaulis
Thymelaeaceae,Lachnaea,globulifera,Lachnaea globulifera
Thymelaeaceae,Lachnaea,glomerata,Lachnaea glomerata
Thymelaeaceae,Lachnaea,gracilis,Lachnaea gracilis
Thymelaeaceae,Lachnaea,grandiflora,Lachnaea grandiflora
Thymelaeaceae,Lachnaea,greytonensis,Lachnaea greytonensis
Thymelaeaceae,Lachnaea,laniflora,Lachnaea laniflora
Thymelaeaceae,Lachnaea,laxa,Lachnaea laxa
Thymelaeaceae,Lachnaea,leipoldtii,Lachnaea leipoldtii
Thymelaeaceae,Lachnaea,macrantha,Lachnaea macrantha
Thymelaeaceae,Lachnaea,marlothii,Lachnaea marlothii
Thymelaeaceae,Lachnaea,montana,Lachnaea montana
Thymelaeaceae,Lachnaea,naviculifolia,Lachnaea naviculifolia
Thymelaeaceae,Lachnaea,nervosa,Lachnaea nervosa
Thymelaeaceae,Lachnaea,oliverorum,Lachnaea oliverorum
Thymelaeaceae,Lachnaea,pedicellata,Lachnaea pedicellata
Thymelaeaceae,Lachnaea,pendula,Lachnaea pendula
Thymelaeaceae,Lachnaea,penicillata,Lachnaea penicillata
Thymelaeaceae,Lachnaea,pomposa,Lachnaea pomposa
Thymelaeaceae,Lachnaea,pudens,Lachnaea pudens
Thymelaeaceae,Lachnaea,pusilla,Lachnaea pusilla
Thymelaeaceae,Lachnaea,rupestris,Lachnaea rupestris
Thymelaeaceae,Lachnaea,ruscifolia,Lachnaea ruscifolia
Thymelaeaceae,Lachnaea,sociorum,Lachnaea sociorum
Thymelaeaceae,Lachnaea,stokoei,Lachnaea stokoei
Thymelaeaceae,Lachnaea,striata,Lachnaea striata
Thymelaeaceae,Lachnaea,uniflora,Lachnaea uniflora
Thymelaeaceae,Lachnaea,villosa,Lachnaea villosa
Asteraceae,Lachnospermum,fasciculatum,Lachnospermum fasciculatum
Asteraceae,Lachnospermum,imbricatum,Lachnospermum imbricatum
Asteraceae,Lachnospermum,neglectum,Lachnospermum neglectum
Asteraceae,Lachnospermum,umbellatum,Lachnospermum umbellatum
Phyllanthaceae,Lachnostylis,bilocularis,Lachnostylis bilocularis
Phyllanthaceae,Lachnostylis,hanekomii,Lachnostylis hanekomii
Phyllanthaceae,Lachnostylis,hirta,Lachnostylis hirta
Hydrocharitaceae,Lagarosiphon,muscoides,Lagarosiphon muscoides
Cucurbitaceae,Lagenaria,sphaerica,Lagenaria sphaerica
Gentianaceae,Lagenias,pusillus,Lagenias pusillus
Asteraceae,Laggera,decurrens,Laggera decurrens
Poaceae,Lagurus,ovatus,Lagurus ovatus
Aizoaceae,Lampranthus,acutifolius,Lampranthus acutifolius
Aizoaceae,Lampranthus,aduncus,Lampranthus aduncus
Aizoaceae,Lampranthus,antonii,Lampranthus antonii
Aizoaceae,Lampranthus,aurantium,Lampranthus aurantium
Aizoaceae,Lampranthus,aureus,Lampranthus aureus
Aizoaceae,Lampranthus,bicolor,Lampranthus bicolor
Aizoaceae,Lampranthus,borealis,Lampranthus borealis
Aizoaceae,Lampranthus,caudatus,Lampranthus caudatus
Aizoaceae,Lampranthus,ceriseus,Lampranthus ceriseus
Aizoaceae,Lampranthus,coccineus,Lampranthus coccineus
Aizoaceae,Lampranthus,coralliflorus,Lampranthus coralliflorus
Aizoaceae,Lampranthus,debilis,Lampranthus debilis
Aizoaceae,Lampranthus,densifolius,Lampranthus densifolius
Aizoaceae,Lampranthus,densipetalus,Lampranthus densipetalus
Aizoaceae,Lampranthus,diffusus,Lampranthus diffusus
Aizoaceae,Lampranthus,diutinus,Lampranthus diutinus
Aizoaceae,Lampranthus,dregeanus,Lampranthus dregeanus
Aizoaceae,Lampranthus,dulcis,Lampranthus dulcis
Aizoaceae,Lampranthus,elegans,Lampranthus elegans
Aizoaceae,Lampranthus,emarginatus,Lampranthus emarginatus
Aizoaceae,Lampranthus,esterhuyseniae,Lampranthus esterhuyseniae
Aizoaceae,Lampranthus,explanatus,Lampranthus explanatus
Aizoaceae,Lampranthus,falcatus,Lampranthus falcatus
Aizoaceae,Lampranthus,falciformis,Lampranthus falciformis
Aizoaceae,Lampranthus,fergusoniae,Lampranthus fergusoniae
Aizoaceae,Lampranthus,filicaulis,Lampranthus filicaulis
Aizoaceae,Lampranthus,foliosus,Lampranthus foliosus
Aizoaceae,Lampranthus,glaucus,Lampranthus glaucus
Aizoaceae,Lampranthus,glomeratus,Lampranthus glomeratus
Aizoaceae,Lampranthus,godmaniae,Lampranthus godmaniae
Aizoaceae,Lampranthus,haworthii,Lampranthus haworthii
Aizoaceae,Lampranthus,holensis,Lampranthus holensis
Aizoaceae,Lampranthus,intervallaris,Lampranthus intervallaris
Aizoaceae,Lampranthus,laetus,Lampranthus laetus
Aizoaceae,Lampranthus,lavisii,Lampranthus lavisii
Aizoaceae,Lampranthus,laxifolius,Lampranthus laxifolius
Aizoaceae,Lampranthus,leipoldtii,Lampranthus leipoldtii
Aizoaceae,Lampranthus,leptaleon,Lampranthus leptaleon
Aizoaceae,Lampranthus,leptosepalus,Lampranthus leptosepalus
Aizoaceae,Lampranthus,lewisiae,Lampranthus lewisiae
Aizoaceae,Lampranthus,multiradiatus,Lampranthus multiradiatus
Aizoaceae,Lampranthus,multiseriatus,Lampranthus multiseriatus
Aizoaceae,Lampranthus,otzenianus,Lampranthus otzenianus
Aizoaceae,Lampranthus,pakhuisensis,Lampranthus pakhuisensis
Aizoaceae,Lampranthus,pauciflorus,Lampranthus pauciflorus
Aizoaceae,Lampranthus,paucifolius,Lampranthus paucifolius
Aizoaceae,Lampranthus,peacockiae,Lampranthus peacockiae
Aizoaceae,Lampranthus,peersii,Lampranthus peersii
Aizoaceae,Lampranthus,pocockiae,Lampranthus pocockiae
Aizoaceae,Lampranthus,procumbens,Lampranthus procumbens
Aizoaceae,Lampranthus,productus,Lampranthus productus
Aizoaceae,Lampranthus,promontorii,Lampranthus promontorii
Aizoaceae,Lampranthus,purpureus,Lampranthus purpureus
Aizoaceae,Lampranthus,reptans,Lampranthus reptans
Aizoaceae,Lampranthus,rupestris,Lampranthus rupestris
Aizoaceae,Lampranthus,scaber,Lampranthus scaber
Aizoaceae,Lampranthus,schlechteri,Lampranthus schlechteri
Aizoaceae,Lampranthus,sociorum,Lampranthus sociorum
Aizoaceae,Lampranthus,spectabilis,Lampranthus spectabilis
Aizoaceae,Lampranthus,spiniformis,Lampranthus spiniformis
Aizoaceae,Lampranthus,staminodiosus,Lampranthus staminodiosus
Aizoaceae,Lampranthus,stanfordiae,Lampranthus stanfordiae
Aizoaceae,Lampranthus,stayneri,Lampranthus stayneri
Aizoaceae,Lampranthus,stenopetalus,Lampranthus stenopetalus
Aizoaceae,Lampranthus,stenus,Lampranthus stenus
Aizoaceae,Lampranthus,stipulaceus,Lampranthus stipulaceus
Aizoaceae,Lampranthus,swartbergensis,Lampranthus swartbergensis
Aizoaceae,Lampranthus,tenuifolius,Lampranthus tenuifolius
Aizoaceae,Lampranthus,uniflorus,Lampranthus uniflorus
Aizoaceae,Lampranthus,vanzijliae,Lampranthus vanzijliae
Aizoaceae,Lampranthus,verecundus,Lampranthus verecundus
Aizoaceae,Lampranthus,vernalis,Lampranthus vernalis
Aizoaceae,Lampranthus,watermeyeri,Lampranthus watermeyeri
Asteraceae,Lamprocephalus,montanus,Lamprocephalus montanus
Lanariaceae,Lanaria,lanata,Lanaria lanata
Asteraceae,Langebergia,canescens,Langebergia canescens
Iridaceae,Lapeirousia,anceps,Lapeirousia anceps
Iridaceae,Lapeirousia,arenicola,Lapeirousia arenicola
Iridaceae,Lapeirousia,azurea,Lapeirousia azurea
Iridaceae,Lapeirousia,barklyi,Lapeirousia barklyi
Iridaceae,Lapeirousia,corymbosa,Lapeirousia corymbosa
Iridaceae,Lapeirousia,divaricata,Lapeirousia divaricata
Iridaceae,Lapeirousia,dolomitica,Lapeirousia dolomitica
Iridaceae,Lapeirousia,exilis,Lapeirousia exilis
Iridaceae,Lapeirousia,fabricii,Lapeirousia fabricii
Iridaceae,Lapeirousia,falcata,Lapeirousia falcata
Iridaceae,Lapeirousia,fastigiata,Lapeirousia fastigiata
Iridaceae,Lapeirousia,jacquinii,Lapeirousia jacquinii
Iridaceae,Lapeirousia,littoralis,Lapeirousia littoralis
Iridaceae,Lapeirousia,macrospatha,Lapeirousia macrospatha
Iridaceae,Lapeirousia,micrantha,Lapeirousia micrantha
Iridaceae,Lapeirousia,montana,Lapeirousia montana
Iridaceae,Lapeirousia,neglecta,Lapeirousia neglecta
Iridaceae,Lapeirousia,oreogena,Lapeirousia oreogena
Iridaceae,Lapeirousia,plicata,Lapeirousia plicata
Iridaceae,Lapeirousia,pyramidalis,Lapeirousia pyramidalis
Iridaceae,Lapeirousia,silenoides,Lapeirousia silenoides
Iridaceae,Lapeirousia,simulans,Lapeirousia simulans
Iridaceae,Lapeirousia,sp. 1,Lapeirousia sp. 1
Iridaceae,Lapeirousia,sp. A,Lapeirousia sp. A
Iridaceae,Lapeirousia,sp. B,Lapeirousia sp. B
Iridaceae,Lapeirousia,spinosa,Lapeirousia spinosa
Iridaceae,Lapeirousia,tenuis,Lapeirousia tenuis
Iridaceae,Lapeirousia,verecunda,Lapeirousia verecunda
Iridaceae,Lapeirousia,violacea,Lapeirousia violacea
Urticaceae,Laportea,grossa,Laportea grossa
Urticaceae,Laportea,peduncularis,Laportea peduncularis
Boraginaceae,Lappula,capensis,Lappula capensis
Apocynaceae,Larryleachia,cactiformis,Larryleachia cactiformis
Apocynaceae,Larryleachia,marlothii,Larryleachia marlothii
Apocynaceae,Larryleachia,perlata,Larryleachia perlata
Apocynaceae,Larryleachia,picta,Larryleachia picta
Asteraceae,Lasiopogon,brachypterus,Lasiopogon brachypterus
Asteraceae,Lasiopogon,debilis,Lasiopogon debilis
Asteraceae,Lasiopogon,glomerulatus,Lasiopogon glomerulatus
Asteraceae,Lasiopogon,micropoides,Lasiopogon micropoides
Asteraceae,Lasiopogon,minutus,Lasiopogon minutus
Asteraceae,Lasiopogon,muscoides,Lasiopogon muscoides
Asteraceae,Lasiopogon,ponticulus,Lasiopogon ponticulus
Asteraceae,Lasiopogon,volkii,Lasiopogon volkii
Thymelaeaceae,Lasiosiphon,anthylloides,Lasiosiphon anthylloides
Thymelaeaceae,Lasiosiphon,capitatus,Lasiosiphon capitatus
Thymelaeaceae,Lasiosiphon,deserticola,Lasiosiphon deserticola
Thymelaeaceae,Lasiosiphon,meisnerianus,Lasiosiphon meisnerianus
Thymelaeaceae,Lasiosiphon,microphyllus,Lasiosiphon microphyllus
Asteraceae,Lasiospermum,bipinnatum,Lasiospermum bipinnatum
Asteraceae,Lasiospermum,brachyglossum,Lasiospermum brachyglossum
Asteraceae,Lasiospermum,pedunculare,Lasiospermum pedunculare
Asteraceae,Lasiospermum,poterioides,Lasiospermum poterioides
Haloragaceae,Laurembergia,repens,Laurembergia repens
Celastraceae,Lauridia,reticulata,Lauridia reticulata
Celastraceae,Lauridia,tetragona,Lauridia tetragona
Anacardiaceae,Laurophyllus,capensis,Laurophyllus capensis
Malvaceae,Lavatera,arborea,Lavatera arborea
Fabaceae,Lebeckia,ambigua,Lebeckia ambigua
Fabaceae,Lebeckia,brevicarpa,Lebeckia brevicarpa
Fabaceae,Lebeckia,brevipes,Lebeckia brevipes
Fabaceae,Lebeckia,contaminata,Lebeckia contaminata
Fabaceae,Lebeckia,gracilis,Lebeckia gracilis
Fabaceae,Lebeckia,grandiflora,Lebeckia grandiflora
Fabaceae,Lebeckia,longipes,Lebeckia longipes
Fabaceae,Lebeckia,meyeriana,Lebeckia meyeriana
Fabaceae,Lebeckia,pauciflora,Lebeckia pauciflora
Fabaceae,Lebeckia,plukenetiana,Lebeckia plukenetiana
Fabaceae,Lebeckia,sepiaria,Lebeckia sepiaria
Fabaceae,Lebeckia,uniflora,Lebeckia uniflora
Fabaceae,Lebeckia,wrightii,Lebeckia wrightii
Fabaceae,Lebeckia,zeyheri,Lebeckia zeyheri
Hyacinthaceae,Ledebouria,apertiflora,Ledebouria apertiflora
Hyacinthaceae,Ledebouria,ensifolia,Ledebouria ensifolia
Hyacinthaceae,Ledebouria,ovalifolia,Ledebouria ovalifolia
Hyacinthaceae,Ledebouria,ovatifolia,Ledebouria ovatifolia
Hyacinthaceae,Ledebouria,revoluta,Ledebouria revoluta
Hyacinthaceae,Ledebouria,undulata,Ledebouria undulata
Hyacinthaceae,Ledebouria,venteri,Ledebouria venteri
Poaceae,Leersia,hexandra,Leersia hexandra
Euphorbiaceae,Leidesia,procumbens,Leidesia procumbens
Aizoaceae,Leipoldtia,alborosea,Leipoldtia alborosea
Aizoaceae,Leipoldtia,calandra,Leipoldtia calandra
Aizoaceae,Leipoldtia,compacta,Leipoldtia compacta
Aizoaceae,Leipoldtia,frutescens,Leipoldtia frutescens
Aizoaceae,Leipoldtia,gigantea,Leipoldtia gigantea
Aizoaceae,Leipoldtia,klaverensis,Leipoldtia klaverensis
Aizoaceae,Leipoldtia,laxa,Leipoldtia laxa
Aizoaceae,Leipoldtia,lunata,Leipoldtia lunata
Aizoaceae,Leipoldtia,rosea,Leipoldtia rosea
Aizoaceae,Leipoldtia,schultzei,Leipoldtia schultzei
Aizoaceae,Leipoldtia,uniflora,Leipoldtia uniflora
Aizoaceae,Leipoldtia,weigangiana,Leipoldtia weigangiana
Araceae,Lemna,gibba,Lemna gibba
Araceae,Lemna,minor,Lemna minor
Fabaceae,Leobordea,anthylloides,Leobordea anthylloides
Fabaceae,Leobordea,benthamiana,Leobordea benthamiana
Fabaceae,Leobordea,diffusa,Leobordea diffusa
Fabaceae,Leobordea,digitata,Leobordea digitata
Fabaceae,Leobordea,globulosa,Leobordea globulosa
Fabaceae,Leobordea,lanata,Leobordea lanata
Fabaceae,Leobordea,laticeps,Leobordea laticeps
Fabaceae,Leobordea,longicephala,Leobordea longicephala
Fabaceae,Leobordea,longiflora,Leobordea longiflora
Fabaceae,Leobordea,magnifica,Leobordea magnifica
Fabaceae,Leobordea,pentaphylla,Leobordea pentaphylla
Fabaceae,Leobordea,plicata,Leobordea plicata
Fabaceae,Leobordea,polycephala,Leobordea polycephala
Fabaceae,Leobordea,quinata,Leobordea quinata
Lamiaceae,Leonotis,capensis,Leonotis capensis
Lamiaceae,Leonotis,leonurus,Leonotis leonurus
Lamiaceae,Leonotis,ocymifolia,Leonotis ocymifolia
Brassicaceae,Lepidium,africanum,Lepidium africanum
Brassicaceae,Lepidium,capense,Lepidium capense
Brassicaceae,Lepidium,desertorum,Lepidium desertorum
Brassicaceae,Lepidium,ecklonii,Lepidium ecklonii
Brassicaceae,Lepidium,englerianum,Lepidium englerianum
Brassicaceae,Lepidium,flexuosum,Lepidium flexuosum
Brassicaceae,Lepidium,pinnatum,Lepidium pinnatum
Polypodiaceae,Lepisorus,schraderi,Lepisorus schraderi
Poaceae,Leptochloa,fusca,Leptochloa fusca
Myrtaceae,Leptospermum,laevigatum,Leptospermum laevigatum
Myrtaceae,Leptospermum,micromyrtus,Leptospermum micromyrtus
Myrtaceae,Leptospermum,scoparium,Leptospermum scoparium
Fabaceae,Lessertia,acanthorhachis,Lessertia acanthorhachis
Fabaceae,Lessertia,annularis,Lessertia annularis
Fabaceae,Lessertia,argentea,Lessertia argentea
Fabaceae,Lessertia,brachypus,Lessertia brachypus
Fabaceae,Lessertia,brachystachya,Lessertia brachystachya
Fabaceae,Lessertia,canescens,Lessertia canescens
Fabaceae,Lessertia,capensis,Lessertia capensis
Fabaceae,Lessertia,capitata,Lessertia capitata
Fabaceae,Lessertia,carnosa,Lessertia carnosa
Fabaceae,Lessertia,cryptantha,Lessertia cryptantha
Fabaceae,Lessertia,depressa,Lessertia depressa
Fabaceae,Lessertia,diffusa,Lessertia diffusa
Fabaceae,Lessertia,eremicola,Lessertia eremicola
Fabaceae,Lessertia,excisa,Lessertia excisa
Fabaceae,Lessertia,falciformis,Lessertia falciformis
Fabaceae,Lessertia,frutescens,Lessertia frutescens
Fabaceae,Lessertia,fruticosa,Lessertia fruticosa
Fabaceae,Lessertia,globosa,Lessertia globosa
Fabaceae,Lessertia,herbacea,Lessertia herbacea
Fabaceae,Lessertia,incana,Lessertia incana
Fabaceae,Lessertia,inflata,Lessertia inflata
Fabaceae,Lessertia,lanata,Lessertia lanata
Fabaceae,Lessertia,macrostachya,Lessertia macrostachya
Fabaceae,Lessertia,meyeri,Lessertia meyeri
Fabaceae,Lessertia,miniata,Lessertia miniata
Fabaceae,Lessertia,prostrata,Lessertia prostrata
Fabaceae,Lessertia,rigida,Lessertia rigida
Fabaceae,Lessertia,schlechteri,Lessertia schlechteri
Fabaceae,Lessertia,sp. A,Lessertia sp. A
Fabaceae,Lessertia,spinescens,Lessertia spinescens
Fabaceae,Lessertia,stenoloba,Lessertia stenoloba
Fabaceae,Lessertia,subumbellata,Lessertia subumbellata
Fabaceae,Lessertia,tomentosa,Lessertia tomentosa
Proteaceae,Leucadendron,album,Leucadendron album
Proteaceae,Leucadendron,arcuatum,Leucadendron arcuatum
Proteaceae,Leucadendron,argenteum,Leucadendron argenteum
Proteaceae,Leucadendron,barkerae,Leucadendron barkerae
Proteaceae,Leucadendron,bonum,Leucadendron bonum
Proteaceae,Leucadendron,brunioides,Leucadendron brunioides
Proteaceae,Leucadendron,burchellii,Leucadendron burchellii
Proteaceae,Leucadendron,cadens,Leucadendron cadens
Proteaceae,Leucadendron,chamelaea,Leucadendron chamelaea
Proteaceae,Leucadendron,cinereum,Leucadendron cinereum
Proteaceae,Leucadendron,comosum,Leucadendron comosum
Proteaceae,Leucadendron,concavum,Leucadendron concavum
Proteaceae,Leucadendron,conicum,Leucadendron conicum
Proteaceae,Leucadendron,coniferum,Leucadendron coniferum
Proteaceae,Leucadendron,cordatum,Leucadendron cordatum
Proteaceae,Leucadendron,coriaceum,Leucadendron coriaceum
Proteaceae,Leucadendron,corymbosum,Leucadendron corymbosum
Proteaceae,Leucadendron,cryptocephalum,Leucadendron cryptocephalum
